,lemmata,freqs,in%texts
62457,brochée,1,0.19047619047619047
62458,broco,1,0.19047619047619047
62459,brod'rie,1,0.19047619047619047
62460,brodait-elle,1,0.19047619047619047
62461,broil,1,0.19047619047619047
62462,bromurer,1,0.19047619047619047
62463,bromurée,1,0.19047619047619047
62464,bronchité,1,0.19047619047619047
62465,broncho-pneumonique,1,0.19047619047619047
62466,bronchopneumonie,1,0.19047619047619047
62467,bronchose,1,0.19047619047619047
62468,brong,1,0.19047619047619047
62469,bronx,1,0.19047619047619047
62470,bronxiques,1,0.19047619047619047
62471,bronzefleuries,1,0.19047619047619047
62472,bronzette,1,0.19047619047619047
62473,broquart,1,0.19047619047619047
62474,broquette,1,0.19047619047619047
62475,broquillais,1,0.19047619047619047
62476,broquiller,1,0.19047619047619047
62477,broquilleur,1,0.19047619047619047
62478,brorÏze,1,0.19047619047619047
62479,brosse-à-faire-reluire-l'honneur,1,0.19047619047619047
62480,brossier,1,0.19047619047619047
62481,broth,1,0.19047619047619047
62482,brother,1,0.19047619047619047
62483,brouUlard,1,0.19047619047619047
62484,broucolaque,1,0.19047619047619047
62485,broucolaques,1,0.19047619047619047
62486,brouetter,1,0.19047619047619047
62487,brougham,1,0.19047619047619047
62488,brouhahater,1,0.19047619047619047
62489,brouhahateux,1,0.19047619047619047
62490,brouillageait,1,0.19047619047619047
62491,brouillagineux,1,0.19047619047619047
62492,brouillait-elle,1,0.19047619047619047
62493,brouillaminise,1,0.19047619047619047
62494,brouillar,1,0.19047619047619047
62495,brouillarder,1,0.19047619047619047
62496,brouillardeux,1,0.19047619047619047
62497,brouillasser,1,0.19047619047619047
62498,brouillerie,1,0.19047619047619047
62499,brouilleur,1,0.19047619047619047
62500,brouillis,1,0.19047619047619047
62501,brouillouses,1,0.19047619047619047
62502,brouilly,1,0.19047619047619047
62503,brouir,1,0.19047619047619047
62504,broumé,1,0.19047619047619047
62505,broupo,1,0.19047619047619047
62506,brout,1,0.19047619047619047
62507,brout-brout,1,0.19047619047619047
62508,broutaille,1,0.19047619047619047
62509,broutard,1,0.19047619047619047
62510,broutement,1,0.19047619047619047
62511,broutmiches,1,0.19047619047619047
62512,brouwerien,1,0.19047619047619047
62513,brouzillon,1,0.19047619047619047
62514,brovées,1,0.19047619047619047
62515,brown,1,0.19047619047619047
62516,broyantes,1,0.19047619047619047
62517,broyat,1,0.19047619047619047
62518,broyement,1,0.19047619047619047
62519,broyeurs-concasseurs,1,0.19047619047619047
62520,brrang,1,0.19047619047619047
62521,brroum,1,0.19047619047619047
62522,brrout,1,0.19047619047619047
62523,brroute,1,0.19047619047619047
62524,brrrang,1,0.19047619047619047
62525,brrroû,1,0.19047619047619047
62526,brrrranche,1,0.19047619047619047
62527,brrrrt,1,0.19047619047619047
62528,brrrt,1,0.19047619047619047
62529,brrrûûû,1,0.19047619047619047
62530,brrt,1,0.19047619047619047
62531,bruccio,1,0.19047619047619047
62532,brucelles,1,0.19047619047619047
62533,brucellose,1,0.19047619047619047
62534,brucine,1,0.19047619047619047
62535,bruck,1,0.19047619047619047
62536,bruder,1,0.19047619047619047
62537,bruif,1,0.19047619047619047
62538,brumassés,1,0.19047619047619047
62539,brumisateur,1,0.19047619047619047
62540,brumisé,1,0.19047619047619047
62541,brun-ardent,1,0.19047619047619047
62542,brun-beige,1,0.19047619047619047
62543,brun-doré,1,0.19047619047619047
62544,brun-jaune,1,0.19047619047619047
62545,brun-pourpre,1,0.19047619047619047
62546,brun-rose,1,0.19047619047619047
62547,brun-rouille,1,0.19047619047619047
62548,brunelle,1,0.19047619047619047
62549,brunissant,1,0.19047619047619047
62550,brunisseur,1,0.19047619047619047
62551,bruschetta,1,0.19047619047619047
62552,brusle,1,0.19047619047619047
62553,brusqu'ment,1,0.19047619047619047
62554,bruta,1,0.19047619047619047
62555,brutasses,1,0.19047619047619047
62556,bruti,1,0.19047619047619047
62557,brutos,1,0.19047619047619047
62558,brutta,1,0.19047619047619047
62559,bruyance,1,0.19047619047619047
62560,bruyt,1,0.19047619047619047
62561,brè,1,0.19047619047619047
62562,brèche-au-loup,1,0.19047619047619047
62563,brèmouze,1,0.19047619047619047
62564,bré,1,0.19047619047619047
62565,bréco-lanche,1,0.19047619047619047
62566,brédédé-à-roulettes,1,0.19047619047619047
62567,brédélé-à-roulettes,1,0.19047619047619047
62568,brégez,1,0.19047619047619047
62569,brégé,1,0.19047619047619047
62570,brézème,1,0.19047619047619047
62571,brêle,1,0.19047619047619047
62572,brötchen,1,0.19047619047619047
62573,brûl,1,0.19047619047619047
62574,brûlantecloue,1,0.19047619047619047
62575,brûle-ce-que-tu-voudras,1,0.19047619047619047
62576,brûle-cravate,1,0.19047619047619047
62577,brûle-justaucorps,1,0.19047619047619047
62578,brûlerie,1,0.19047619047619047
62579,brûloir,1,0.19047619047619047
62580,brûlrait,1,0.19047619047619047
62581,brüder,1,0.19047619047619047
62582,br˚laient,1,0.19047619047619047
62583,br˚lant,1,0.19047619047619047
62584,br˚ler,1,0.19047619047619047
62585,bsolument,1,0.19047619047619047
62586,buang,1,0.19047619047619047
62587,buark,1,0.19047619047619047
62588,bubble,1,0.19047619047619047
62589,bubelonné,1,0.19047619047619047
62590,bubonne,1,0.19047619047619047
62591,buca,1,0.19047619047619047
62592,bucket-seat,1,0.19047619047619047
62593,buco,1,0.19047619047619047
62594,buddléias,1,0.19047619047619047
62595,budeux,1,0.19047619047619047
62596,budgétairement,1,0.19047619047619047
62597,budgétiser,1,0.19047619047619047
62598,budh,1,0.19047619047619047
62599,budleyas,1,0.19047619047619047
62600,budleïas,1,0.19047619047619047
62601,buen,1,0.19047619047619047
62602,buen-retiro,1,0.19047619047619047
62603,bueurk,1,0.19047619047619047
62604,buffa,1,0.19047619047619047
62605,buffalo,1,0.19047619047619047
62606,buffet-deux-portes,1,0.19047619047619047
62607,buffetier,1,0.19047619047619047
62608,buffletteries,1,0.19047619047619047
62609,bufiets,1,0.19047619047619047
62610,bufo-bufo,1,0.19047619047619047
62611,bugadière,1,0.19047619047619047
62612,bugarabu,1,0.19047619047619047
62613,buggers,1,0.19047619047619047
62614,bugistes,1,0.19047619047619047
62615,bugler,1,0.19047619047619047
62616,bugnazet,1,0.19047619047619047
62617,bugrane,1,0.19047619047619047
62618,buildinges,1,0.19047619047619047
62619,buildings-caisses,1,0.19047619047619047
62620,buissonnement,1,0.19047619047619047
62621,bukowskié,1,0.19047619047619047
62622,bulbaire,1,0.19047619047619047
62623,bulbul,1,0.19047619047619047
62624,bulbulaient,1,0.19047619047619047
62625,bulgare-bastaves,1,0.19047619047619047
62626,bulgaro-chinois,1,0.19047619047619047
62627,bulgaro-tchèques,1,0.19047619047619047
62628,bull-,1,0.19047619047619047
62629,bull-dozer,1,0.19047619047619047
62630,bull-finch,1,0.19047619047619047
62631,bullmastiff,1,0.19047619047619047
62632,bullshit,1,0.19047619047619047
62633,bull­mastiff,1,0.19047619047619047
62634,bumes,1,0.19047619047619047
62635,bumper,1,0.19047619047619047
62636,bunch,1,0.19047619047619047
62637,bunchgrass,1,0.19047619047619047
62638,bunco,1,0.19047619047619047
62639,bungaloto,1,0.19047619047619047
62640,bunker-soupe,1,0.19047619047619047
62641,buona,1,0.19047619047619047
62642,buplast,1,0.19047619047619047
62643,bureau-cagibi-bar,1,0.19047619047619047
62644,bureau-capharnaüm,1,0.19047619047619047
62645,bureau-dortoir,1,0.19047619047619047
62646,bureau-fumoir,1,0.19047619047619047
62647,bureau-labo,1,0.19047619047619047
62648,bureau-musée,1,0.19047619047619047
62649,bureau-tonneau,1,0.19047619047619047
62650,bureau-trône,1,0.19047619047619047
62651,bureau1,1,0.19047619047619047
62652,bureaucrateuse,1,0.19047619047619047
62653,bureaucratiser,1,0.19047619047619047
62654,burecis,1,0.19047619047619047
62655,burger,1,0.19047619047619047
62656,burgondie,1,0.19047619047619047
62657,burgrave-président,1,0.19047619047619047
62658,burioche,1,0.19047619047619047
62659,burlesquement,1,0.19047619047619047
62660,burlingtons,1,0.19047619047619047
62661,burlingue-cagibi,1,0.19047619047619047
62662,burlinguet,1,0.19047619047619047
62663,burlo-comique,1,0.19047619047619047
62664,burn,1,0.19047619047619047
62665,burnaille,1,0.19047619047619047
62666,burnerie,1,0.19047619047619047
62667,buron,1,0.19047619047619047
62668,busculé,1,0.19047619047619047
62669,buset,1,0.19047619047619047
62670,busette,1,0.19047619047619047
62671,business's,1,0.19047619047619047
62672,business1,1,0.19047619047619047
62673,buspirone,1,0.19047619047619047
62674,busquage,1,0.19047619047619047
62675,busson,1,0.19047619047619047
62676,busy,1,0.19047619047619047
62677,but'rai,1,0.19047619047619047
62678,buta-t-elle,1,0.19047619047619047
62679,buta-t-il,1,0.19047619047619047
62680,butathen,1,0.19047619047619047
62681,butler,1,0.19047619047619047
62682,buto,1,0.19047619047619047
62683,butterbrötschen,1,0.19047619047619047
62684,buttoir,1,0.19047619047619047
62685,buvait-elle,1,0.19047619047619047
62686,buvarder,1,0.19047619047619047
62687,buvons-nous,1,0.19047619047619047
62688,buy,1,0.19047619047619047
62689,buy-in,1,0.19047619047619047
62690,buyao,1,0.19047619047619047
62691,buzzer,1,0.19047619047619047
62692,bwana,1,0.19047619047619047
62693,byliflora,1,0.19047619047619047
62694,byronien,1,0.19047619047619047
62695,bysse,1,0.19047619047619047
62696,byture,1,0.19047619047619047
62697,byzantiner,1,0.19047619047619047
62698,byzantinisant,1,0.19047619047619047
62699,byzantinisme,1,0.19047619047619047
62700,byzantiniste,1,0.19047619047619047
62701,bzii,1,0.19047619047619047
62702,bzzz,1,0.19047619047619047
62703,bâchage,1,0.19047619047619047
62704,bâclage,1,0.19047619047619047
62705,bâcleur,1,0.19047619047619047
62706,bâcleurs,1,0.19047619047619047
62707,bâfreux,1,0.19047619047619047
62708,bâfrée,1,0.19047619047619047
62709,bâilla-t-il,1,0.19047619047619047
62710,bâillait-il,1,0.19047619047619047
62711,bâillalent,1,0.19047619047619047
62712,bâille-bec,1,0.19047619047619047
62713,bâiller-mourir,1,0.19047619047619047
62714,bâillonne-le,1,0.19047619047619047
62715,bâtardisme,1,0.19047619047619047
62716,bâtiment-école,1,0.19047619047619047
62717,bâtissse,1,0.19047619047619047
62718,bâti­ments,1,0.19047619047619047
62719,bâtonnante,1,0.19047619047619047
62720,bâtons-boutons,1,0.19047619047619047
62721,bäckoffe,1,0.19047619047619047
62722,bè,1,0.19047619047619047
62723,bèle,1,0.19047619047619047
62724,bèlement,1,0.19047619047619047
62725,bèlements,1,0.19047619047619047
62726,bèler,1,0.19047619047619047
62727,bé-gaye,1,0.19047619047619047
62728,béanterie,1,0.19047619047619047
62729,béanture,1,0.19047619047619047
62730,béantée,1,0.19047619047619047
62731,bébé-bête,1,0.19047619047619047
62732,bébé-crime,1,0.19047619047619047
62733,bébé-dieu,1,0.19047619047619047
62734,bébé-monstre,1,0.19047619047619047
62735,bébé-porc,1,0.19047619047619047
62736,bébé-prodige,1,0.19047619047619047
62737,bébée,1,0.19047619047619047
62738,bébés-girafes,1,0.19047619047619047
62739,bébés-gorilles,1,0.19047619047619047
62740,bébés-singes,1,0.19047619047619047
62741,béca-bunga,1,0.19047619047619047
62742,bécaniquement,1,0.19047619047619047
62743,bécasseau,1,0.19047619047619047
62744,bécif,1,0.19047619047619047
62745,bécoteur,1,0.19047619047619047
62746,béda,1,0.19047619047619047
62747,bédit,1,0.19047619047619047
62748,bédolanche,1,0.19047619047619047
62749,bédolant,1,0.19047619047619047
62750,bédoler,1,0.19047619047619047
62751,bédoules,1,0.19047619047619047
62752,bédé,1,0.19047619047619047
62753,bée-t-elle,1,0.19047619047619047
62754,bée-t-il,1,0.19047619047619047
62755,bégaie-t-elle,1,0.19047619047619047
62756,bégaya-telle,1,0.19047619047619047
62757,bégayement,1,0.19047619047619047
62758,bégayeur,1,0.19047619047619047
62759,bégopper,1,0.19047619047619047
62760,béguetantes,1,0.19047619047619047
62761,bégueter,1,0.19047619047619047
62762,bégueulerie,1,0.19047619047619047
62763,béguibégua,1,0.19047619047619047
62764,béguine,1,0.19047619047619047
62765,béguètement,1,0.19047619047619047
62766,béhèmes,1,0.19047619047619047
62767,béhémoth,1,0.19047619047619047
62768,béienne,1,0.19047619047619047
62769,béjartophile,1,0.19047619047619047
62770,békas,1,0.19047619047619047
62771,bélemnite,1,0.19047619047619047
62772,bélier-maître,1,0.19047619047619047
62773,bélinographe,1,0.19047619047619047
62774,bélière,1,0.19047619047619047
62775,bélouche,1,0.19047619047619047
62776,bélémnites,1,0.19047619047619047
62777,bélître,1,0.19047619047619047
62778,bémoliser,1,0.19047619047619047
62779,béninois,1,0.19047619047619047
62780,bénirerez,1,0.19047619047619047
62781,bénis-le,1,0.19047619047619047
62782,bénisseries,1,0.19047619047619047
62783,bénits,1,0.19047619047619047
62784,bénnédiction,1,0.19047619047619047
62785,béné-,1,0.19047619047619047
62786,bénédictante,1,0.19047619047619047
62787,bénéf,1,0.19047619047619047
62788,bénéficia-t-il,1,0.19047619047619047
62789,bénéficiairement,1,0.19047619047619047
62790,bénéficiant,1,0.19047619047619047
62791,bénéfiqued'aller,1,0.19047619047619047
62792,bénévolat,1,0.19047619047619047
62793,bénévolence,1,0.19047619047619047
62794,bénévolent,1,0.19047619047619047
62795,béquilleux,1,0.19047619047619047
62796,béruriens,1,0.19047619047619047
62797,bérurier,1,0.19047619047619047
62798,béruriesques,1,0.19047619047619047
62799,béruriste,1,0.19047619047619047
62800,béryllium,1,0.19047619047619047
62801,bétaillière,1,0.19047619047619047
62802,bétet,1,0.19047619047619047
62803,bétit,1,0.19047619047619047
62804,béton-plasto,1,0.19047619047619047
62805,bétonnades,1,0.19047619047619047
62806,bétonneurs,1,0.19047619047619047
62807,béver,1,0.19047619047619047
62808,bézèf,1,0.19047619047619047
62809,bê,1,0.19047619047619047
62810,bêchage,1,0.19047619047619047
62811,bêchard,1,0.19047619047619047
62812,bêcheries,1,0.19047619047619047
62813,bêlante,1,0.19047619047619047
62814,bêlerie,1,0.19047619047619047
62815,bêloche,1,0.19047619047619047
62816,bêt'ment,1,0.19047619047619047
62817,bêtarde,1,0.19047619047619047
62818,bêtassement,1,0.19047619047619047
62819,bêtasserie,1,0.19047619047619047
62820,bêtet,1,0.19047619047619047
62821,bêteª,1,0.19047619047619047
62822,bêtifiant,1,0.19047619047619047
62823,bêtifie-t-elle,1,0.19047619047619047
62824,bêtion,1,0.19047619047619047
62825,bêêêêlle,1,0.19047619047619047
62826,bëte,1,0.19047619047619047
62827,bù,1,0.19047619047619047
62828,bûche-Tonnage,1,0.19047619047619047
62829,bûcheronnage,1,0.19047619047619047
62830,bûcheronner,1,0.19047619047619047
62831,bûcheronnette,1,0.19047619047619047
62832,bühne,1,0.19047619047619047
62833,bœuf-mode,1,0.19047619047619047
62834,bœuvarsé,1,0.19047619047619047
62835,b‚chée,1,0.19047619047619047
62836,b‚tarde,1,0.19047619047619047
62837,b‚tonnets,1,0.19047619047619047
62838,b‚tons,1,0.19047619047619047
62839,c.c.,1,0.19047619047619047
62840,c.d.l.p.,1,0.19047619047619047
62841,c.e.,1,0.19047619047619047
62842,c.f.t.c.,1,0.19047619047619047
62843,c.g.t.,1,0.19047619047619047
62844,c.à.d.,1,0.19047619047619047
62845,c0né,1,0.19047619047619047
62846,c3,1,0.19047619047619047
62847,c4,1,0.19047619047619047
62848,c7,1,0.19047619047619047
62849,c8,1,0.19047619047619047
62850,cAnch'io,1,0.19047619047619047
62851,cAturs,1,0.19047619047619047
62852,c^u'on,1,0.19047619047619047
62853,ca'te,1,0.19047619047619047
62854,ca-ritative,1,0.19047619047619047
62855,ca-si-no,1,0.19047619047619047
62856,ca-veme,1,0.19047619047619047
62857,cabaler,1,0.19047619047619047
62858,cabalise,1,0.19047619047619047
62859,cabarets-attractions,1,0.19047619047619047
62860,cabarets-boîtes,1,0.19047619047619047
62861,cabaux,1,0.19047619047619047
62862,cabellos,1,0.19047619047619047
62863,caberiot,1,0.19047619047619047
62864,cabernis,1,0.19047619047619047
62865,cabillaud,1,0.19047619047619047
62866,cabinet-cabine,1,0.19047619047619047
62867,cabinettes,1,0.19047619047619047
62868,cabirolien,1,0.19047619047619047
62869,cable-car,1,0.19047619047619047
62870,cable-cars,1,0.19047619047619047
62871,cabo,1,0.19047619047619047
62872,cabocle,1,0.19047619047619047
62873,cabot-guide,1,0.19047619047619047
62874,cabrage,1,0.19047619047619047
62875,cabrants,1,0.19047619047619047
62876,cabrioleur,1,0.19047619047619047
62877,cabucelle,1,0.19047619047619047
62878,cac,1,0.19047619047619047
62879,cacade,1,0.19047619047619047
62880,cacahouettes,1,0.19047619047619047
62881,cacahouète,1,0.19047619047619047
62882,cacalisse,1,0.19047619047619047
62883,cacarder,1,0.19047619047619047
62884,cacardeur,1,0.19047619047619047
62885,cacaresse,1,0.19047619047619047
62886,cacate,1,0.19047619047619047
62887,cacateur,1,0.19047619047619047
62888,cacateux,1,0.19047619047619047
62889,cach'rai,1,0.19047619047619047
62890,cacha-t-il,1,0.19047619047619047
62891,cache-,1,0.19047619047619047
62892,cache-Sussex,1,0.19047619047619047
62893,cache-cache-mon-petit-agneau,1,0.19047619047619047
62894,cache-cœur,1,0.19047619047619047
62895,cache-flamme,1,0.19047619047619047
62896,cache-forêt,1,0.19047619047619047
62897,cache-maille,1,0.19047619047619047
62898,cache-moustache,1,0.19047619047619047
62899,cache-naze,1,0.19047619047619047
62900,cache-t-elle,1,0.19047619047619047
62901,cache-trous,1,0.19047619047619047
62902,cachemaille,1,0.19047619047619047
62903,cachera-t-il,1,0.19047619047619047
62904,cacherait-elle,1,0.19047619047619047
62905,cachez-le,1,0.19047619047619047
62906,cachez-nez,1,0.19047619047619047
62907,cachons-le,1,0.19047619047619047
62908,cachons-nous,1,0.19047619047619047
62909,cachot-laboratoire,1,0.19047619047619047
62910,cachotez,1,0.19047619047619047
62911,cachotter,1,0.19047619047619047
62912,cachère,1,0.19047619047619047
62913,cacographier,1,0.19047619047619047
62914,cacoles,1,0.19047619047619047
62915,cacolet,1,0.19047619047619047
62916,cacoramas,1,0.19047619047619047
62917,cacotante,1,0.19047619047619047
62918,cacoua,1,0.19047619047619047
62919,cacouanne,1,0.19047619047619047
62920,cactus-cierges,1,0.19047619047619047
62921,cadaver,1,0.19047619047619047
62922,cadavériquement,1,0.19047619047619047
62923,cada­vres,1,0.19047619047619047
62924,caden-cer,1,0.19047619047619047
62925,cadente,1,0.19047619047619047
62926,cadis,1,0.19047619047619047
62927,cadmiopotassique,1,0.19047619047619047
62928,cadre-battant,1,0.19047619047619047
62929,cadres-chevalet,1,0.19047619047619047
62930,cadres-variés,1,0.19047619047619047
62931,cadreur,1,0.19047619047619047
62932,caducéenne,1,0.19047619047619047
62933,cadum,1,0.19047619047619047
62934,cadâvre,1,0.19047619047619047
62935,cadémichiens,1,0.19047619047619047
62936,caelo,1,0.19047619047619047
62937,caf-conc,1,0.19047619047619047
62938,cafarderie,1,0.19047619047619047
62939,cafardeur,1,0.19047619047619047
62940,cafconc,1,0.19047619047619047
62941,cafedji,1,0.19047619047619047
62942,cafeteria,1,0.19047619047619047
62943,cafeteur,1,0.19047619047619047
62944,cafeteux,1,0.19047619047619047
62945,cafetier-violoniste,1,0.19047619047619047
62946,caffè,1,0.19047619047619047
62947,caffè-latte,1,0.19047619047619047
62948,caffé,1,0.19047619047619047
62949,cafouillade,1,0.19047619047619047
62950,cafouillard,1,0.19047619047619047
62951,cafouillards,1,0.19047619047619047
62952,cafouillette,1,0.19047619047619047
62953,cafouilloneux,1,0.19047619047619047
62954,cafouillou,1,0.19047619047619047
62955,cafouilloux,1,0.19047619047619047
62956,cafouine,1,0.19047619047619047
62957,cafre,1,0.19047619047619047
62958,café-calva,1,0.19047619047619047
62959,café-cantine,1,0.19047619047619047
62960,café-charbon,1,0.19047619047619047
62961,café-charbons,1,0.19047619047619047
62962,café-dancing,1,0.19047619047619047
62963,café-jeux,1,0.19047619047619047
62964,café-machine,1,0.19047619047619047
62965,café-perco,1,0.19047619047619047
62966,café-relais,1,0.19047619047619047
62967,café-rhum,1,0.19047619047619047
62968,café-salon,1,0.19047619047619047
62969,café-tabac-garage,1,0.19047619047619047
62970,café-tartines,1,0.19047619047619047
62971,café-théâtre,1,0.19047619047619047
62972,cafés-calvas,1,0.19047619047619047
62973,cafés-comptoirs,1,0.19047619047619047
62974,cafés-fines,1,0.19047619047619047
62975,cafés-hôtels,1,0.19047619047619047
62976,cafés-musique,1,0.19047619047619047
62977,cafés-orchestres,1,0.19047619047619047
62978,cafés-rhum,1,0.19047619047619047
62979,cafés-tartines,1,0.19047619047619047
62980,cafés-verres,1,0.19047619047619047
62981,cafét,1,0.19047619047619047
62982,cafétérit,1,0.19047619047619047
62983,caganis,1,0.19047619047619047
62984,cage-à-seins,1,0.19047619047619047
62985,cagibi-bar,1,0.19047619047619047
62986,cagneries,1,0.19047619047619047
62987,cagnote,1,0.19047619047619047
62988,cagoulard,1,0.19047619047619047
62989,cagoulée,1,0.19047619047619047
62990,caguer,1,0.19047619047619047
62991,cahier-journal,1,0.19047619047619047
62992,cahiers-prétextes,1,0.19047619047619047
62993,cahin-cahots,1,0.19047619047619047
62994,caho,1,0.19047619047619047
62995,cahorsins,1,0.19047619047619047
62996,cahos,1,0.19047619047619047
62997,cahossements,1,0.19047619047619047
62998,cahoteusement,1,0.19047619047619047
62999,cahuchu,1,0.19047619047619047
63000,caillassage,1,0.19047619047619047
63001,caille-lait,1,0.19047619047619047
63002,cailloteux,1,0.19047619047619047
63003,caillotte,1,0.19047619047619047
63004,caillou-crocodile,1,0.19047619047619047
63005,caillous,1,0.19047619047619047
63006,caillouter,1,0.19047619047619047
63007,cains,1,0.19047619047619047
63008,caires,1,0.19047619047619047
63009,cairons,1,0.19047619047619047
63010,caiss,1,0.19047619047619047
63011,caisse-à-contenir-des-oranges,1,0.19047619047619047
63012,caisserie,1,0.19047619047619047
63013,caisseu,1,0.19047619047619047
63014,caissier-emballeur,1,0.19047619047619047
63015,caissière-comptable,1,0.19047619047619047
63016,cajolait-il,1,0.19047619047619047
63017,cajun,1,0.19047619047619047
63018,cal-bombe,1,0.19047619047619047
63019,caladée,1,0.19047619047619047
63020,caladées,1,0.19047619047619047
63021,calambutes,1,0.19047619047619047
63022,calami-teuse,1,0.19047619047619047
63023,calamine,1,0.19047619047619047
63024,calaminer,1,0.19047619047619047
63025,calanchir,1,0.19047619047619047
63026,calandes,1,0.19047619047619047
63027,calandrer,1,0.19047619047619047
63028,calanès,1,0.19047619047619047
63029,calaïos,1,0.19047619047619047
63030,calbard,1,0.19047619047619047
63031,calbards,1,0.19047619047619047
63032,calbasse,1,0.19047619047619047
63033,calbouze,1,0.19047619047619047
63034,calbutes,1,0.19047619047619047
63035,calceur,1,0.19047619047619047
63036,calcico-potassiques,1,0.19047619047619047
63037,calcifiaient,1,0.19047619047619047
63038,calcinants,1,0.19047619047619047
63039,calcombe,1,0.19047619047619047
63040,calcoule,1,0.19047619047619047
63041,calculait-il,1,0.19047619047619047
63042,calculatifs,1,0.19047619047619047
63043,calculeux,1,0.19047619047619047
63044,calcédoine,1,0.19047619047619047
63045,caldereta,1,0.19047619047619047
63046,caldero,1,0.19047619047619047
63047,cale-bombes,1,0.19047619047619047
63048,cale-tête,1,0.19047619047619047
63049,calels,1,0.19047619047619047
63050,calembourderai,1,0.19047619047619047
63051,calen,1,0.19047619047619047
63052,calencher,1,0.19047619047619047
63053,calendo,1,0.19047619047619047
63054,calendos,1,0.19047619047619047
63055,calendots,1,0.19047619047619047
63056,calendrer,1,0.19047619047619047
63057,calendrier-réclame,1,0.19047619047619047
63058,calendriers-réclames,1,0.19047619047619047
63059,calendula,1,0.19047619047619047
63060,caleuler,1,0.19047619047619047
63061,calf,1,0.19047619047619047
63062,calfeutrement,1,0.19047619047619047
63063,calib,1,0.19047619047619047
63064,calibreur,1,0.19047619047619047
63065,calier,1,0.19047619047619047
63066,californie,1,0.19047619047619047
63067,califourcheuse,1,0.19047619047619047
63068,calinaïres,1,0.19047619047619047
63069,called,1,0.19047619047619047
63070,calli,1,0.19047619047619047
63071,callicores,1,0.19047619047619047
63072,calling,1,0.19047619047619047
63073,calli­graphie,1,0.19047619047619047
63074,callou,1,0.19047619047619047
63075,calls,1,0.19047619047619047
63076,calm'ment,1,0.19047619047619047
63077,calmait-elle,1,0.19047619047619047
63078,calmande,1,0.19047619047619047
63079,calme-t,1,0.19047619047619047
63080,calme3,1,0.19047619047619047
63081,calmerait-elle,1,0.19047619047619047
63082,calmir,1,0.19047619047619047
63083,calmitude,1,0.19047619047619047
63084,calo,1,0.19047619047619047
63085,calorgne,1,0.19047619047619047
63086,calorifique,1,0.19047619047619047
63087,calorifuger,1,0.19047619047619047
63088,calorigènes,1,0.19047619047619047
63089,calorimétrique,1,0.19047619047619047
63090,calotines,1,0.19047619047619047
63091,calottine,1,0.19047619047619047
63092,calouins,1,0.19047619047619047
63093,caltage,1,0.19047619047619047
63094,calumettes,1,0.19047619047619047
63095,calvi,1,0.19047619047619047
63096,calvinien,1,0.19047619047619047
63097,calvinisme,1,0.19047619047619047
63098,calyptus,1,0.19047619047619047
63099,calçade,1,0.19047619047619047
63100,calçages,1,0.19047619047619047
63101,calçon,1,0.19047619047619047
63102,calédo­nien,1,0.19047619047619047
63103,calédo­nienne,1,0.19047619047619047
63104,calés-en-formule,1,0.19047619047619047
63105,cam,1,0.19047619047619047
63106,cam'rades,1,0.19047619047619047
63107,camarons,1,0.19047619047619047
63108,camarots,1,0.19047619047619047
63109,cambre,1,0.19047619047619047
63110,cambriolage-alibi,1,0.19047619047619047
63111,cambrioleur-assassin,1,0.19047619047619047
63112,cambrioleurrr,1,0.19047619047619047
63113,cambriolo-philosophiques,1,0.19047619047619047
63114,cambrios,1,0.19047619047619047
63115,cambronnesque,1,0.19047619047619047
63116,cambrouses,1,0.19047619047619047
63117,cambuteur,1,0.19047619047619047
63118,camelle,1,0.19047619047619047
63119,camemchborgne,1,0.19047619047619047
63120,cameou,1,0.19047619047619047
63121,camerounais,1,0.19047619047619047
63122,camion-gazogène,1,0.19047619047619047
63123,camion-pompe,1,0.19047619047619047
63124,camion-poubelle,1,0.19047619047619047
63125,camion-remorque,1,0.19047619047619047
63126,camion-toupie,1,0.19047619047619047
63127,camionnage,1,0.19047619047619047
63128,camionner,1,0.19047619047619047
63129,camionnette-arsenal,1,0.19047619047619047
63130,camions-bennes,1,0.19047619047619047
63131,camions-frigos,1,0.19047619047619047
63132,camions-grues,1,0.19047619047619047
63133,camions-labo,1,0.19047619047619047
63134,camions-toupies,1,0.19047619047619047
63135,camisoler,1,0.19047619047619047
63136,camivore,1,0.19047619047619047
63137,cammin,1,0.19047619047619047
63138,camorriste,1,0.19047619047619047
63139,camorristes,1,0.19047619047619047
63140,camouse,1,0.19047619047619047
63141,camp-hôpital,1,0.19047619047619047
63142,campagnardibus,1,0.19047619047619047
63143,campanaire,1,0.19047619047619047
63144,campanulé,1,0.19047619047619047
63145,camparis,1,0.19047619047619047
63146,campbells,1,0.19047619047619047
63147,campe­ment,1,0.19047619047619047
63148,camphramine,1,0.19047619047619047
63149,campi,1,0.19047619047619047
63150,campille-t-elle,1,0.19047619047619047
63151,campêche,1,0.19047619047619047
63152,camtars,1,0.19047619047619047
63153,camusien,1,0.19047619047619047
63154,camusiens,1,0.19047619047619047
63155,cam­pagne,1,0.19047619047619047
63156,cam­peurs,1,0.19047619047619047
63157,caméléon-gobeur,1,0.19047619047619047
63158,caméléonerie,1,0.19047619047619047
63159,camérière,1,0.19047619047619047
63160,canadian,1,0.19047619047619047
63161,canadian-club,1,0.19047619047619047
63162,canaglia,1,0.19047619047619047
63163,canailler,1,0.19047619047619047
