,lower-words,in%texts
6099,jette,33.33333333333333
6100,jeudi,33.33333333333333
6101,jeunesse,33.33333333333333
6102,joe,33.33333333333333
6103,joint,33.33333333333333
6104,joua,33.33333333333333
6105,jouets,33.33333333333333
6106,jouir,33.33333333333333
6107,journaliste,33.33333333333333
6108,joviale,33.33333333333333
6109,joyaux,33.33333333333333
6110,juché,33.33333333333333
6111,jugeant,33.33333333333333
6112,juges,33.33333333333333
6113,jugé,33.33333333333333
6114,juillet,33.33333333333333
6115,juin,33.33333333333333
6116,jules,33.33333333333333
6117,jumeaux,33.33333333333333
6118,jurant,33.33333333333333
6119,jurer,33.33333333333333
6120,jurerais,33.33333333333333
6121,jurerait,33.33333333333333
6122,jurés,33.33333333333333
6123,kilomètre,33.33333333333333
6124,klaxon,33.33333333333333
6125,laborieuses,33.33333333333333
6126,labours,33.33333333333333
6127,lac,33.33333333333333
6128,lacet,33.33333333333333
6129,laide,33.33333333333333
6130,laissais,33.33333333333333
6131,laissera,33.33333333333333
6132,laissiez,33.33333333333333
6133,laissons,33.33333333333333
6134,laissât,33.33333333333333
6135,laissés,33.33333333333333
6136,lait,33.33333333333333
6137,laiteuse,33.33333333333333
6138,lambeau,33.33333333333333
6139,lampions,33.33333333333333
6140,lancée,33.33333333333333
6141,land,33.33333333333333
6142,langage,33.33333333333333
6143,lançant,33.33333333333333
6144,laquées,33.33333333333333
6145,las,33.33333333333333
6146,lascars,33.33333333333333
6147,lassait,33.33333333333333
6148,lasses,33.33333333333333
6149,latin,33.33333333333333
6150,lavabo,33.33333333333333
6151,lavage,33.33333333333333
6152,lavé,33.33333333333333
6153,lavés,33.33333333333333
6154,lazare,33.33333333333333
6155,lente,33.33333333333333
6156,lenteur,33.33333333333333
6157,lents,33.33333333333333
6158,lessive,33.33333333333333
6159,levèrent,33.33333333333333
6160,leçons,33.33333333333333
6161,liaison,33.33333333333333
6162,liasse,33.33333333333333
6163,libres,33.33333333333333
6164,licence,33.33333333333333
6165,lie,33.33333333333333
6166,lieutenant,33.33333333333333
6167,limite,33.33333333333333
6168,limpide,33.33333333333333
6169,line,33.33333333333333
6170,liquides,33.33333333333333
6171,lis,33.33333333333333
6172,lisez,33.33333333333333
6173,lisibles,33.33333333333333
6174,listes,33.33333333333333
6175,litres,33.33333333333333
6176,living,33.33333333333333
6177,locale,33.33333333333333
6178,locales,33.33333333333333
6179,locataires,33.33333333333333
6180,loges,33.33333333333333
6181,lointaine,33.33333333333333
6182,loire,33.33333333333333
6183,longe,33.33333333333333
6184,longeait,33.33333333333333
6185,longeant,33.33333333333333
6186,los,33.33333333333333
6187,lot,33.33333333333333
6188,lots,33.33333333333333
6189,lou,33.33333333333333
6190,louait,33.33333333333333
6191,louer,33.33333333333333
6192,loup,33.33333333333333
6193,lourdement,33.33333333333333
6194,loué,33.33333333333333
6195,lubie,33.33333333333333
6196,lucarne,33.33333333333333
6197,lugubre,33.33333333333333
6198,luire,33.33333333333333
6199,luisait,33.33333333333333
6200,lumineuse,33.33333333333333
6201,lumineuses,33.33333333333333
6202,lyon,33.33333333333333
6203,lâcha,33.33333333333333
6204,lâchait,33.33333333333333
6205,lâche,33.33333333333333
6206,lâché,33.33333333333333
6207,légende,33.33333333333333
6208,légion,33.33333333333333
6209,lénine,33.33333333333333
6210,machines,33.33333333333333
6211,magazines,33.33333333333333
6212,magistrat,33.33333333333333
6213,magnifiques,33.33333333333333
6214,maigrichon,33.33333333333333
6215,maintenez,33.33333333333333
6216,maintenu,33.33333333333333
6217,maintes,33.33333333333333
6218,maintien,33.33333333333333
6219,mairie,33.33333333333333
6220,majeur,33.33333333333333
6221,major,33.33333333333333
6222,maladif,33.33333333333333
6223,maladroite,33.33333333333333
6224,maladroitement,33.33333333333333
6225,malfaiteurs,33.33333333333333
6226,malheureuse,33.33333333333333
6227,malheurs,33.33333333333333
6228,mallette,33.33333333333333
6229,mallettes,33.33333333333333
6230,malpropre,33.33333333333333
6231,malsaine,33.33333333333333
6232,mandat,33.33333333333333
6233,mangeant,33.33333333333333
6234,maniant,33.33333333333333
6235,maniaque,33.33333333333333
6236,maniaques,33.33333333333333
6237,manifestait,33.33333333333333
6238,manifestants,33.33333333333333
6239,manifestation,33.33333333333333
6240,manifestations,33.33333333333333
6241,manivelle,33.33333333333333
6242,manquant,33.33333333333333
6243,manqué,33.33333333333333
6244,mans,33.33333333333333
6245,mansarde,33.33333333333333
6246,mansardes,33.33333333333333
6247,manège,33.33333333333333
6248,manœuvraient,33.33333333333333
6249,maquillage,33.33333333333333
6250,maquillée,33.33333333333333
6251,marbre,33.33333333333333
6252,marc,33.33333333333333
6253,marcel,33.33333333333333
6254,marchande,33.33333333333333
6255,marchèrent,33.33333333333333
6256,marge,33.33333333333333
6257,marier,33.33333333333333
6258,marine,33.33333333333333
6259,marinier,33.33333333333333
6260,mariées,33.33333333333333
6261,marne,33.33333333333333
6262,marques,33.33333333333333
6263,marqué,33.33333333333333
6264,marqués,33.33333333333333
6265,marrant,33.33333333333333
6266,marre,33.33333333333333
6267,mars,33.33333333333333
6268,marseille,33.33333333333333
6269,martin,33.33333333333333
6270,masque,33.33333333333333
6271,masses,33.33333333333333
6272,massifs,33.33333333333333
6273,mastiquait,33.33333333333333
6274,mat,33.33333333333333
6275,match,33.33333333333333
6276,mate,33.33333333333333
6277,matelot,33.33333333333333
6278,matière,33.33333333333333
6279,maurice,33.33333333333333
6280,maîtrise,33.33333333333333
6281,maïs,33.33333333333333
6282,meaux,33.33333333333333
6283,meetings,33.33333333333333
6284,membre,33.33333333333333
6285,membres,33.33333333333333
6286,menaces,33.33333333333333
6287,menaient,33.33333333333333
6288,menaçant,33.33333333333333
6289,menaçante,33.33333333333333
6290,menaçants,33.33333333333333
6291,menottes,33.33333333333333
6292,mensonge,33.33333333333333
6293,ment,33.33333333333333
6294,mentez,33.33333333333333
6295,menti,33.33333333333333
6296,menu,33.33333333333333
6297,mercredi,33.33333333333333
6298,mercredis,33.33333333333333
6299,merde,33.33333333333333
6300,merisier,33.33333333333333
6301,merveille,33.33333333333333
6302,merveilleux,33.33333333333333
6303,message,33.33333333333333
6304,messager,33.33333333333333
6305,mettaient,33.33333333333333
6306,mettais,33.33333333333333
6307,mettrez,33.33333333333333
6308,meublé,33.33333333333333
6309,meublées,33.33333333333333
6310,meurt,33.33333333333333
6311,meurtre,33.33333333333333
6312,meurtrier,33.33333333333333
6313,meute,33.33333333333333
6314,michel,33.33333333333333
6315,micro,33.33333333333333
6316,miennes,33.33333333333333
6317,mike,33.33333333333333
6318,milan,33.33333333333333
6319,miles,33.33333333333333
6320,militaires,33.33333333333333
6321,milles,33.33333333333333
6322,million,33.33333333333333
6323,mimiques,33.33333333333333
6324,minable,33.33333333333333
6325,minces,33.33333333333333
6326,minerai,33.33333333333333
6327,mineur,33.33333333333333
6328,ministres,33.33333333333333
6329,minutieuse,33.33333333333333
6330,minutieux,33.33333333333333
6331,miraculeux,33.33333333333333
6332,mirent,33.33333333333333
6333,mitrailleuse,33.33333333333333
6334,mobiles,33.33333333333333
6335,moche,33.33333333333333
6336,mode,33.33333333333333
6337,modèles,33.33333333333333
6338,moelleux,33.33333333333333
6339,moine,33.33333333333333
6340,moites,33.33333333333333
6341,molles,33.33333333333333
6342,momentané,33.33333333333333
6343,mondial,33.33333333333333
6344,monstre,33.33333333333333
6345,monstrueuses,33.33333333333333
6346,monstrueux,33.33333333333333
6347,mont,33.33333333333333
6348,montagne,33.33333333333333
6349,montons,33.33333333333333
6350,montrèrent,33.33333333333333
6351,montrés,33.33333333333333
6352,montèrent,33.33333333333333
6353,montée,33.33333333333333
6354,montés,33.33333333333333
6355,moquette,33.33333333333333
6356,moral,33.33333333333333
6357,morale,33.33333333333333
6358,morbide,33.33333333333333
6359,morceaux,33.33333333333333
6360,mordait,33.33333333333333
6361,mordant,33.33333333333333
6362,morgue,33.33333333333333
6363,mortes,33.33333333333333
6364,mortiers,33.33333333333333
6365,mortuaire,33.33333333333333
6366,mouches,33.33333333333333
6367,mouillé,33.33333333333333
6368,moulin,33.33333333333333
6369,mourant,33.33333333333333
6370,mousse,33.33333333333333
6371,muette,33.33333333333333
6372,muni,33.33333333333333
6373,munie,33.33333333333333
6374,murmure,33.33333333333333
6375,murmuré,33.33333333333333
6376,muscles,33.33333333333333
6377,musical,33.33333333333333
6378,mutique,33.33333333333333
6379,mystères,33.33333333333333
6380,mystérieux,33.33333333333333
6381,mâchait,33.33333333333333
6382,mâcher,33.33333333333333
6383,mâles,33.33333333333333
6384,mâts,33.33333333333333
6385,mèches,33.33333333333333
6386,mécaniciens,33.33333333333333
6387,méchamment,33.33333333333333
6388,mécontent,33.33333333333333
6389,mécontentement,33.33333333333333
6390,médical,33.33333333333333
6391,méduse,33.33333333333333
6392,méfiait,33.33333333333333
6393,mémoires,33.33333333333333
6394,ménager,33.33333333333333
6395,ménagères,33.33333333333333
6396,métal,33.33333333333333
6397,métallique,33.33333333333333
6398,méthode,33.33333333333333
6399,méthodiquement,33.33333333333333
6400,métros,33.33333333333333
6401,mêlant,33.33333333333333
6402,mêler,33.33333333333333
6403,mêlé,33.33333333333333
6404,mûr,33.33333333333333
6405,mœurs,33.33333333333333
6406,nage,33.33333333333333
6407,nageaient,33.33333333333333
6408,nageoires,33.33333333333333
6409,naissant,33.33333333333333
6410,nappes,33.33333333333333
6411,natal,33.33333333333333
6412,natale,33.33333333333333
6413,navré,33.33333333333333
6414,naît,33.33333333333333
6415,naïveté,33.33333333333333
6416,nette,33.33333333333333
6417,netteté,33.33333333333333
6418,nettoyage,33.33333333333333
6419,new,33.33333333333333
6420,nice,33.33333333333333
6421,nie,33.33333333333333
6422,niveau,33.33333333333333
6423,no,33.33333333333333
6424,noce,33.33333333333333
6425,nocturne,33.33333333333333
6426,nommée,33.33333333333333
6427,normale,33.33333333333333
6428,normes,33.33333333333333
6429,nostalgiques,33.33333333333333
6430,notamment,33.33333333333333
6431,nourris,33.33333333333333
6432,nourrissait,33.33333333333333
6433,nourriture,33.33333333333333
6434,noyé,33.33333333333333
6435,noyés,33.33333333333333
6436,noël,33.33333333333333
6437,nuages,33.33333333333333
6438,nue,33.33333333333333
6439,nullement,33.33333333333333
6440,nylon,33.33333333333333
6441,néant,33.33333333333333
6442,nécessaires,33.33333333333333
6443,nécessité,33.33333333333333
6444,négliger,33.33333333333333
6445,néon,33.33333333333333
6446,nés,33.33333333333333
6447,objecta,33.33333333333333
6448,obligée,33.33333333333333
6449,obliqua,33.33333333333333
6450,oblique,33.33333333333333
6451,obliques,33.33333333333333
6452,obscure,33.33333333333333
6453,observant,33.33333333333333
6454,observation,33.33333333333333
6455,obstacles,33.33333333333333
6456,obstination,33.33333333333333
6457,obstine,33.33333333333333
6458,obstiner,33.33333333333333
6459,obtenait,33.33333333333333
6460,obtint,33.33333333333333
6461,occasions,33.33333333333333
6462,occiput,33.33333333333333
6463,occupant,33.33333333333333
6464,occuperai,33.33333333333333
6465,occuperais,33.33333333333333
6466,occuperait,33.33333333333333
6467,occupées,33.33333333333333
6468,ocre,33.33333333333333
6469,octobre,33.33333333333333
6470,off,33.33333333333333
6471,officielle,33.33333333333333
6472,offrant,33.33333333333333
6473,offrirait,33.33333333333333
6474,oh,33.33333333333333
6475,oise,33.33333333333333
6476,ondes,33.33333333333333
6477,ondulée,33.33333333333333
6478,ongle,33.33333333333333
6479,opaque,33.33333333333333
6480,opinion,33.33333333333333
6481,opportunité,33.33333333333333
6482,opposant,33.33333333333333
6483,opposent,33.33333333333333
6484,opposer,33.33333333333333
6485,opposé,33.33333333333333
6486,opposée,33.33333333333333
6487,opéra,33.33333333333333
6488,opérer,33.33333333333333
6489,ordonna,33.33333333333333
6490,ordonné,33.33333333333333
6491,ordures,33.33333333333333
6492,oreiller,33.33333333333333
6493,orfèvres,33.33333333333333
6494,organise,33.33333333333333
6495,organisée,33.33333333333333
6496,orientée,33.33333333333333
6497,originale,33.33333333333333
6498,originaux,33.33333333333333
6499,origine,33.33333333333333
6500,orly,33.33333333333333
6501,orné,33.33333333333333
6502,osant,33.33333333333333
6503,osent,33.33333333333333
6504,oserait,33.33333333333333
6505,osseux,33.33333333333333
6506,oublia,33.33333333333333
6507,oubliaient,33.33333333333333
6508,oublieux,33.33333333333333
6509,oubliez,33.33333333333333
6510,ours,33.33333333333333
6511,ouvrages,33.33333333333333
6512,pages,33.33333333333333
6513,paiement,33.33333333333333
6514,paires,33.33333333333333
6515,palace,33.33333333333333
6516,pancarte,33.33333333333333
6517,panorama,33.33333333333333
6518,pans,33.33333333333333
6519,paperasses,33.33333333333333
6520,papillon,33.33333333333333
6521,paraisse,33.33333333333333
6522,parallèles,33.33333333333333
6523,paravent,33.33333333333333
6524,parcourait,33.33333333333333
6525,parcours,33.33333333333333
6526,parcourt,33.33333333333333
6527,parcourue,33.33333333333333
6528,pardessus,33.33333333333333
6529,pareille,33.33333333333333
6530,paresseux,33.33333333333333
6531,parfumé,33.33333333333333
6532,parking,33.33333333333333
6533,parlent,33.33333333333333
6534,parlera,33.33333333333333
6535,parlerais,33.33333333333333
6536,parlerait,33.33333333333333
6537,parles,33.33333333333333
6538,parlions,33.33333333333333
6539,parlons,33.33333333333333
6540,partant,33.33333333333333
6541,partent,33.33333333333333
6542,partez,33.33333333333333
6543,participer,33.33333333333333
6544,participé,33.33333333333333
6545,particuliers,33.33333333333333
6546,parties,33.33333333333333
6547,partirent,33.33333333333333
6548,partirons,33.33333333333333
6549,partit,33.33333333333333
6550,parts,33.33333333333333
6551,parvenu,33.33333333333333
6552,parvient,33.33333333333333
6553,passages,33.33333333333333
6554,passeport,33.33333333333333
6555,passera,33.33333333333333
6556,passerai,33.33333333333333
6557,passerelle,33.33333333333333
6558,passerelles,33.33333333333333
6559,passez,33.33333333333333
6560,passiez,33.33333333333333
6561,passionne,33.33333333333333
6562,passions,33.33333333333333
6563,passive,33.33333333333333
6564,pataugeait,33.33333333333333
6565,patient,33.33333333333333
6566,patio,33.33333333333333
6567,patronne,33.33333333333333
6568,patrons,33.33333333333333
6569,patte,33.33333333333333
6570,pattes,33.33333333333333
6571,paul,33.33333333333333
6572,pauvres,33.33333333333333
6573,pavés,33.33333333333333
6574,payait,33.33333333333333
6575,payée,33.33333333333333
6576,pellicule,33.33333333333333
6577,pellicules,33.33333333333333
6578,peloton,33.33333333333333
6579,penaud,33.33333333333333
6580,penchaient,33.33333333333333
6581,penchant,33.33333333333333
6582,pencher,33.33333333333333
6583,penchés,33.33333333333333
6584,pendaient,33.33333333333333
6585,pendantes,33.33333333333333
6586,penderie,33.33333333333333
6587,pendre,33.33333333333333
6588,pensaient,33.33333333333333
6589,pension,33.33333333333333
6590,perceptible,33.33333333333333
6591,percer,33.33333333333333
6592,perché,33.33333333333333
6593,perchée,33.33333333333333
6594,percée,33.33333333333333
6595,perdaient,33.33333333333333
6596,perdant,33.33333333333333
6597,perfection,33.33333333333333
6598,perles,33.33333333333333
6599,permettant,33.33333333333333
6600,permettra,33.33333333333333
6601,permettrait,33.33333333333333
6602,permission,33.33333333333333
6603,perpétuellement,33.33333333333333
6604,personnellement,33.33333333333333
6605,persuader,33.33333333333333
6606,pesant,33.33333333333333
6607,peupliers,33.33333333333333
6608,peureuse,33.33333333333333
6609,phare,33.33333333333333
6610,phonographe,33.33333333333333
6611,photographie,33.33333333333333
6612,piaillaient,33.33333333333333
6613,picoter,33.33333333333333
6614,pigalle,33.33333333333333
6615,pilotage,33.33333333333333
6616,pinceau,33.33333333333333
6617,pincé,33.33333333333333
6618,piqua,33.33333333333333
6619,pique,33.33333333333333
6620,piqueté,33.33333333333333
6621,pistes,33.33333333333333
6622,pistolets,33.33333333333333
6623,pitié,33.33333333333333
6624,piège,33.33333333333333
6625,placards,33.33333333333333
6626,placidement,33.33333333333333
6627,placidité,33.33333333333333
6628,placée,33.33333333333333
6629,plage,33.33333333333333
6630,plaid,33.33333333333333
6631,plaignant,33.33333333333333
6632,plaignent,33.33333333333333
6633,plaindre,33.33333333333333
6634,plaintive,33.33333333333333
6635,plaisaient,33.33333333333333
6636,plaisant,33.33333333333333
6637,plaisantait,33.33333333333333
6638,planque,33.33333333333333
6639,plantés,33.33333333333333
6640,plat,33.33333333333333
6641,platine,33.33333333333333
6642,plats,33.33333333333333
6643,pleines,33.33333333333333
6644,pleure,33.33333333333333
6645,pleuré,33.33333333333333
6646,plissait,33.33333333333333
6647,plissé,33.33333333333333
6648,plongeaient,33.33333333333333
6649,plonger,33.33333333333333
6650,ployait,33.33333333333333
6651,pluies,33.33333333333333
6652,plume,33.33333333333333
6653,plâtre,33.33333333333333
6654,pneu,33.33333333333333
6655,poignets,33.33333333333333
6656,poignées,33.33333333333333
6657,pointait,33.33333333333333
6658,pointes,33.33333333333333
6659,pointue,33.33333333333333
6660,pointues,33.33333333333333
6661,pointé,33.33333333333333
6662,poisseuse,33.33333333333333
6663,poissons,33.33333333333333
6664,poker,33.33333333333333
6665,policiers,33.33333333333333
6666,politiques,33.33333333333333
6667,polonais,33.33333333333333
6668,populaire,33.33333333333333
6669,porcelaine,33.33333333333333
6670,portent,33.33333333333333
6671,porterai,33.33333333333333
6672,porterait,33.33333333333333
6673,portraits,33.33333333333333
6674,ports,33.33333333333333
6675,posez,33.33333333333333
6676,possibilités,33.33333333333333
6677,possibles,33.33333333333333
6678,possédait,33.33333333333333
6679,posées,33.33333333333333
6680,posément,33.33333333333333
6681,posés,33.33333333333333
6682,potager,33.33333333333333
6683,poteaux,33.33333333333333
6684,poterne,33.33333333333333
6685,poubelles,33.33333333333333
6686,pouces,33.33333333333333
6687,poudre,33.33333333333333
6688,pouf,33.33333333333333
6689,poulailler,33.33333333333333
6690,poumons,33.33333333333333
6691,poupée,33.33333333333333
6692,pourrai,33.33333333333333
6693,pourrez,33.33333333333333
6694,poursuite,33.33333333333333
6695,poursuivi,33.33333333333333
6696,poussaient,33.33333333333333
6697,poussiéreuse,33.33333333333333
6698,poussiéreuses,33.33333333333333
6699,poussèrent,33.33333333333333
6700,poussée,33.33333333333333
6701,pouvant,33.33333333333333
6702,pouvons,33.33333333333333
6703,prague,33.33333333333333
6704,pratique,33.33333333333333
6705,pratiquer,33.33333333333333
6706,prendrons,33.33333333333333
6707,prenons,33.33333333333333
6708,pressa,33.33333333333333
6709,pressaient,33.33333333333333
6710,pressait,33.33333333333333
6711,pressentiment,33.33333333333333
6712,pria,33.33333333333333
6713,primeurs,33.33333333333333
6714,principale,33.33333333333333
6715,principaux,33.33333333333333
6716,principe,33.33333333333333
6717,prirent,33.33333333333333
6718,privées,33.33333333333333
6719,probablement,33.33333333333333
6720,problèmes,33.33333333333333
6721,prochainement,33.33333333333333
6722,prochains,33.33333333333333
6723,proches,33.33333333333333
6724,procèdent,33.33333333333333
6725,procédant,33.33333333333333
6726,procéder,33.33333333333333
6727,procédé,33.33333333333333
6728,produisait,33.33333333333333
6729,produisant,33.33333333333333
6730,produisit,33.33333333333333
6731,produits,33.33333333333333
6732,professeur,33.33333333333333
6733,professionnelle,33.33333333333333
6734,profonde,33.33333333333333
6735,profondes,33.33333333333333
6736,profonds,33.33333333333333
6737,programmes,33.33333333333333
6738,progression,33.33333333333333
6739,progrès,33.33333333333333
6740,proie,33.33333333333333
6741,projet,33.33333333333333
6742,promenait,33.33333333333333
6743,promettant,33.33333333333333
6744,promettez,33.33333333333333
6745,promotion,33.33333333333333
6746,prononçant,33.33333333333333
6747,proposa,33.33333333333333
6748,proposait,33.33333333333333
6749,proposer,33.33333333333333
6750,proposition,33.33333333333333
6751,prospectus,33.33333333333333
6752,prospérité,33.33333333333333
6753,protesta,33.33333333333333
6754,protestation,33.33333333333333
6755,protestations,33.33333333333333
6756,protesté,33.33333333333333
6757,prouvait,33.33333333333333
6758,prouve,33.33333333333333
6759,provenait,33.33333333333333
6760,provenir,33.33333333333333
6761,provoquer,33.33333333333333
6762,prudence,33.33333333333333
6763,prunelle,33.33333333333333
6764,prunelles,33.33333333333333
6765,précieuse,33.33333333333333
6766,précieux,33.33333333333333
6767,précipitait,33.33333333333333
6768,précipitant,33.33333333333333
6769,précipitation,33.33333333333333
6770,précipite,33.33333333333333
6771,précipités,33.33333333333333
6772,précisa,33.33333333333333
6773,précisait,33.33333333333333
6774,précisant,33.33333333333333
6775,préconise,33.33333333333333
6776,précéda,33.33333333333333
6777,précédait,33.33333333333333
6778,prédit,33.33333333333333
6779,préfecture,33.33333333333333
6780,préférant,33.33333333333333
6781,préférence,33.33333333333333
6782,prémédité,33.33333333333333
6783,préoccupe,33.33333333333333
6784,préoccuper,33.33333333333333
6785,présenta,33.33333333333333
6786,présentations,33.33333333333333
6787,présentent,33.33333333333333
6788,présents,33.33333333333333
6789,président,33.33333333333333
6790,prétendent,33.33333333333333
6791,prétendit,33.33333333333333
6792,prétends,33.33333333333333
6793,prétendu,33.33333333333333
6794,prévenus,33.33333333333333
6795,prévient,33.33333333333333
6796,prévoyait,33.33333333333333
6797,prévue,33.33333333333333
6798,prêtait,33.33333333333333
6799,prît,33.33333333333333
6800,publicité,33.33333333333333
6801,publics,33.33333333333333
6802,puce,33.33333333333333
6803,pudeur,33.33333333333333
6804,pue,33.33333333333333
6805,puissamment,33.33333333333333
6806,puissent,33.33333333333333
6807,puissiez,33.33333333333333
6808,pupilles,33.33333333333333
6809,pur,33.33333333333333
6810,pures,33.33333333333333
6811,purée,33.33333333333333
6812,puzzle,33.33333333333333
6813,pyjama,33.33333333333333
6814,pâles,33.33333333333333
6815,pâte,33.33333333333333
6816,pâteuse,33.33333333333333
6817,péniche,33.33333333333333
6818,pénombre,33.33333333333333
6819,pénétraient,33.33333333333333
6820,pénétré,33.33333333333333
6821,pétard,33.33333333333333
6822,pêne,33.33333333333333
6823,pût,33.33333333333333
6824,quantième,33.33333333333333
6825,quelles,33.33333333333333
6826,questionné,33.33333333333333
6827,quignon,33.33333333333333
6828,quinzième,33.33333333333333
6829,quoique,33.33333333333333
6830,quotidienne,33.33333333333333
6831,quotidiennement,33.33333333333333
6832,r,33.33333333333333
6833,rabais,33.33333333333333
6834,raccrocha,33.33333333333333
6835,raccroche,33.33333333333333
6836,raconta,33.33333333333333
6837,racontant,33.33333333333333
6838,racontera,33.33333333333333
6839,racontez,33.33333333333333
6840,raconté,33.33333333333333
6841,racé,33.33333333333333
6842,rafle,33.33333333333333
6843,rafraîchissements,33.33333333333333
6844,rageurs,33.33333333333333
6845,rageusement,33.33333333333333
6846,ragoût,33.33333333333333
6847,raides,33.33333333333333
6848,raidit,33.33333333333333
6849,raie,33.33333333333333
6850,raies,33.33333333333333
6851,railway,33.33333333333333
6852,rais,33.33333333333333
6853,raisin,33.33333333333333
6854,raisonnement,33.33333333333333
6855,rajustait,33.33333333333333
6856,ralentir,33.33333333333333
6857,ralentit,33.33333333333333
6858,ramassait,33.33333333333333
6859,ramasse,33.33333333333333
6860,ramassé,33.33333333333333
6861,ramenée,33.33333333333333
6862,rampe,33.33333333333333
6863,ramènera,33.33333333333333
6864,ranger,33.33333333333333
6865,rangée,33.33333333333333
6866,rapidité,33.33333333333333
6867,rappelaient,33.33333333333333
6868,rappels,33.33333333333333
6869,rapprochaient,33.33333333333333
6870,rapprocher,33.33333333333333
6871,rapprochés,33.33333333333333
6872,rasant,33.33333333333333
6873,rase,33.33333333333333
6874,rasoir,33.33333333333333
6875,rassembler,33.33333333333333
6876,rassure,33.33333333333333
6877,rat,33.33333333333333
6878,rats,33.33333333333333
6879,ravages,33.33333333333333
6880,ravisa,33.33333333333333
6881,ravissement,33.33333333333333
6882,rayonnages,33.33333333333333
6883,rayures,33.33333333333333
6884,rayé,33.33333333333333
6885,rebelles,33.33333333333333
6886,recevoir,33.33333333333333
6887,rechercher,33.33333333333333
6888,recommanda,33.33333333333333
6889,recommandait,33.33333333333333
6890,recommandation,33.33333333333333
6891,recommandé,33.33333333333333
6892,recommence,33.33333333333333
6893,recommencera,33.33333333333333
6894,recommencé,33.33333333333333
6895,reconduire,33.33333333333333
6896,reconduisit,33.33333333333333
6897,reconnaissance,33.33333333333333
6898,reconnaissent,33.33333333333333
6899,reconnurent,33.33333333333333
6900,reconnus,33.33333333333333
6901,reconstituer,33.33333333333333
6902,recrues,33.33333333333333
6903,rectifia,33.33333333333333
6904,recueillir,33.33333333333333
6905,recul,33.33333333333333
6906,recula,33.33333333333333
6907,recule,33.33333333333333
6908,redescendirent,33.33333333333333
6909,redevenait,33.33333333333333
6910,redevenir,33.33333333333333
6911,redevenu,33.33333333333333
6912,redressait,33.33333333333333
6913,redresse,33.33333333333333
6914,refermant,33.33333333333333
6915,refermé,33.33333333333333
6916,refile,33.33333333333333
6917,reflet,33.33333333333333
6918,reflétait,33.33333333333333
6919,refus,33.33333333333333
6920,refusant,33.33333333333333
6921,refuses,33.33333333333333
6922,regagnant,33.33333333333333
6923,regagné,33.33333333333333
6924,registre,33.33333333333333
6925,regretta,33.33333333333333
6926,regrettait,33.33333333333333
6927,reine,33.33333333333333
6928,rejetait,33.33333333333333
6929,rejetés,33.33333333333333
6930,rejoignait,33.33333333333333
6931,rejoints,33.33333333333333
6932,relation,33.33333333333333
6933,relativement,33.33333333333333
6934,relevés,33.33333333333333
6935,religion,33.33333333333333
6936,relit,33.33333333333333
6937,reliés,33.33333333333333
6938,relâche,33.33333333333333
6939,relève,33.33333333333333
6940,remarquable,33.33333333333333
6941,rembrunit,33.33333333333333
6942,remettait,33.33333333333333
6943,remettra,33.33333333333333
6944,remontez,33.33333333333333
6945,remonté,33.33333333333333
6946,remous,33.33333333333333
6947,remplacée,33.33333333333333
6948,remplissait,33.33333333333333
6949,remporter,33.33333333333333
6950,remuaient,33.33333333333333
6951,remuer,33.33333333333333
6952,renaître,33.33333333333333
6953,rencontrant,33.33333333333333
6954,rencontres,33.33333333333333
6955,rencontrez,33.33333333333333
6956,rencontrées,33.33333333333333
6957,rencontrés,33.33333333333333
6958,rendant,33.33333333333333
6959,rende,33.33333333333333
6960,rendrai,33.33333333333333
6961,rendront,33.33333333333333
6962,reniflait,33.33333333333333
6963,renoncer,33.33333333333333
6964,renonça,33.33333333333333
6965,renouveler,33.33333333333333
6966,renouvellement,33.33333333333333
6967,renouvelé,33.33333333333333
6968,renseignés,33.33333333333333
6969,rentrent,33.33333333333333
6970,rentrerai,33.33333333333333
6971,rentrerait,33.33333333333333
6972,rentrez,33.33333333333333
6973,renversa,33.33333333333333
6974,renverser,33.33333333333333
6975,renversée,33.33333333333333
6976,renvoyait,33.33333333333333
6977,renvoyé,33.33333333333333
6978,reparaissent,33.33333333333333
6979,reparlerons,33.33333333333333
6980,repartis,33.33333333333333
6981,reparut,33.33333333333333
6982,repasse,33.33333333333333
6983,repeindre,33.33333333333333
6984,repliait,33.33333333333333
6985,repoussait,33.33333333333333
6986,reprenant,33.33333333333333
6987,reprise,33.33333333333333
6988,reproches,33.33333333333333
6989,reproduction,33.33333333333333
6990,reproduire,33.33333333333333
6991,représente,33.33333333333333
6992,reps,33.33333333333333
6993,repérer,33.33333333333333
6994,requis,33.33333333333333
6995,respectable,33.33333333333333
6996,respectifs,33.33333333333333
6997,respectueusement,33.33333333333333
6998,ressemblant,33.33333333333333
6999,ressemble,33.33333333333333
7000,ressentait,33.33333333333333
7001,ressentir,33.33333333333333
7002,ressort,33.33333333333333
7003,ressortir,33.33333333333333
7004,ressuscité,33.33333333333333
7005,restera,33.33333333333333
7006,restiez,33.33333333333333
7007,restèrent,33.33333333333333
7008,retenant,33.33333333333333
7009,retentirent,33.33333333333333
7010,retenue,33.33333333333333
7011,retint,33.33333333333333
7012,retirant,33.33333333333333
7013,retombent,33.33333333333333
7014,retordre,33.33333333333333
7015,retournaient,33.33333333333333
7016,retours,33.33333333333333
7017,retraité,33.33333333333333
