,raw-words,in%texts
13614,engageaient,16.666666666666664
13615,engagement,16.666666666666664
13616,engagements,16.666666666666664
13617,engagent,16.666666666666664
13618,engagée,16.666666666666664
13619,engendrant,16.666666666666664
13620,engin,16.666666666666664
13621,engins,16.666666666666664
13622,engloutir,16.666666666666664
13623,engloutirent,16.666666666666664
13624,engloutissaient,16.666666666666664
13625,engloutit,16.666666666666664
13626,englués,16.666666666666664
13627,engoncé,16.666666666666664
13628,engorgée,16.666666666666664
13629,engouffrant,16.666666666666664
13630,engoulevents,16.666666666666664
13631,engourdi,16.666666666666664
13632,engourdie,16.666666666666664
13633,engourdis,16.666666666666664
13634,engourdissait,16.666666666666664
13635,engraisse,16.666666666666664
13636,engueulait,16.666666666666664
13637,enhardissait,16.666666666666664
13638,enjambaient,16.666666666666664
13639,enjambe,16.666666666666664
13640,enjambèrent,16.666666666666664
13641,enjolivures,16.666666666666664
13642,enjolivé,16.666666666666664
13643,enjouée,16.666666666666664
13644,enlevait,16.666666666666664
13645,enlevée,16.666666666666664
13646,enliser,16.666666666666664
13647,enlisées,16.666666666666664
13648,enluminer,16.666666666666664
13649,enlève,16.666666666666664
13650,enlèvement,16.666666666666664
13651,enlèverait,16.666666666666664
13652,ennemie,16.666666666666664
13653,ennuierait,16.666666666666664
13654,ennuyait,16.666666666666664
13655,ennuyez,16.666666666666664
13656,enquit,16.666666666666664
13657,enquêtent,16.666666666666664
13658,enrage,16.666666666666664
13659,enragera,16.666666666666664
13660,enragé,16.666666666666664
13661,enragée,16.666666666666664
13662,enraya,16.666666666666664
13663,enrayer,16.666666666666664
13664,enregistrant,16.666666666666664
13665,enregistre,16.666666666666664
13666,enregistreuse,16.666666666666664
13667,enrhumée,16.666666666666664
13668,enrichies,16.666666666666664
13669,enrobés,16.666666666666664
13670,enroua,16.666666666666664
13671,enrouait,16.666666666666664
13672,enroulait,16.666666666666664
13673,enrouée,16.666666666666664
13674,ensablés,16.666666666666664
13675,enseignante,16.666666666666664
13676,enseignement,16.666666666666664
13677,enseignes,16.666666666666664
13678,enserrait,16.666666666666664
13679,enserrant,16.666666666666664
13680,ensevelissaient,16.666666666666664
13681,ensoleillé,16.666666666666664
13682,ensuivait,16.666666666666664
13683,ensuivit,16.666666666666664
13684,entailler,16.666666666666664
13685,entamer,16.666666666666664
13686,entamée,16.666666666666664
13687,entartré,16.666666666666664
13688,entasse,16.666666666666664
13689,entasser,16.666666666666664
13690,entendaient,16.666666666666664
13691,entendais,16.666666666666664
13692,entendions,16.666666666666664
13693,entendirent,16.666666666666664
13694,entendissent,16.666666666666664
13695,entendons,16.666666666666664
13696,entendra,16.666666666666664
13697,entendraient,16.666666666666664
13698,entendras,16.666666666666664
13699,entendront,16.666666666666664
13700,enterra,16.666666666666664
13701,enterre,16.666666666666664
13702,enthousiaste,16.666666666666664
13703,entiers,16.666666666666664
13704,entières,16.666666666666664
13705,entortillés,16.666666666666664
13706,entour,16.666666666666664
13707,entourer,16.666666666666664
13708,entoureraient,16.666666666666664
13709,entournures,16.666666666666664
13710,entourés,16.666666666666664
13711,entracte,16.666666666666664
13712,entrailles,16.666666666666664
13713,entrant,16.666666666666664
13714,entravé,16.666666666666664
13715,entravés,16.666666666666664
13716,entraînait,16.666666666666664
13717,entraînant,16.666666666666664
13718,entraîneur,16.666666666666664
13719,entraîneurs,16.666666666666664
13720,entraîneuses,16.666666666666664
13721,entraînés,16.666666666666664
13722,entrebâillée,16.666666666666664
13723,entrechocs,16.666666666666664
13724,entrechoquait,16.666666666666664
13725,entrecoupé,16.666666666666664
13726,entrecôte,16.666666666666664
13727,entrelacs,16.666666666666664
13728,entreposait,16.666666666666664
13729,entreposée,16.666666666666664
13730,entreprend,16.666666666666664
13731,entreprennent,16.666666666666664
13732,entrepris,16.666666666666664
13733,entreprises,16.666666666666664
13734,entreprit,16.666666666666664
13735,entrepôts,16.666666666666664
13736,entretenaient,16.666666666666664
13737,entretenais,16.666666666666664
13738,entretenait,16.666666666666664
13739,entretenu,16.666666666666664
13740,entretenue,16.666666666666664
13741,entretenues,16.666666666666664
13742,entrevoyaient,16.666666666666664
13743,entrevoyait,16.666666666666664
13744,entrevues,16.666666666666664
13745,entrouvertes,16.666666666666664
13746,entrouverts,16.666666666666664
13747,entrouvraient,16.666666666666664
13748,entrouvre,16.666666666666664
13749,entêtait,16.666666666666664
13750,entôler,16.666666666666664
13751,envahie,16.666666666666664
13752,envahis,16.666666666666664
13753,envahissaient,16.666666666666664
13754,envaser,16.666666666666664
13755,envasés,16.666666666666664
13756,enveloppait,16.666666666666664
13757,enveloppes,16.666666666666664
13758,enveloppée,16.666666666666664
13759,enverrai,16.666666666666664
13760,enverraient,16.666666666666664
13761,envier,16.666666666666664
13762,envies,16.666666666666664
13763,envieux,16.666666666666664
13764,envisageable,16.666666666666664
13765,envisagés,16.666666666666664
13766,envié,16.666666666666664
13767,envoi,16.666666666666664
13768,envol,16.666666666666664
13769,envolait,16.666666666666664
13770,envole,16.666666666666664
13771,envolé,16.666666666666664
13772,envolés,16.666666666666664
13773,envoya,16.666666666666664
13774,envoyant,16.666666666666664
13775,envoûtement,16.666666666666664
13776,erraient,16.666666666666664
13777,errais,16.666666666666664
13778,errance,16.666666666666664
13779,errant,16.666666666666664
13780,errante,16.666666666666664
13781,errants,16.666666666666664
13782,erre,16.666666666666664
13783,erré,16.666666666666664
13784,escadrille,16.666666666666664
13785,escadron,16.666666666666664
13786,escadrons,16.666666666666664
13787,escalada,16.666666666666664
13788,escalade,16.666666666666664
13789,escalator,16.666666666666664
13790,escales,16.666666666666664
13791,escalope,16.666666666666664
13792,escalopes,16.666666666666664
13793,escamotable,16.666666666666664
13794,escarpolette,16.666666666666664
13795,esclave,16.666666666666664
13796,escorté,16.666666666666664
13797,escouade,16.666666666666664
13798,escroc,16.666666666666664
13799,espagnole,16.666666666666664
13800,espion,16.666666666666664
13801,espions,16.666666666666664
13802,espèces,16.666666666666664
13803,espères,16.666666666666664
13804,espérance,16.666666666666664
13805,espérances,16.666666666666664
13806,espérer,16.666666666666664
13807,espérez,16.666666666666664
13808,espéré,16.666666666666664
13809,esquissait,16.666666666666664
13810,esquissant,16.666666666666664
13811,esquissé,16.666666666666664
13812,esquiver,16.666666666666664
13813,essai,16.666666666666664
13814,essaient,16.666666666666664
13815,essaiera,16.666666666666664
13816,essaierai,16.666666666666664
13817,essaierez,16.666666666666664
13818,essaies,16.666666666666664
13819,essaim,16.666666666666664
13820,essaimés,16.666666666666664
13821,essais,16.666666666666664
13822,essayaient,16.666666666666664
13823,essayent,16.666666666666664
13824,essayerez,16.666666666666664
13825,essayons,16.666666666666664
13826,essor,16.666666666666664
13827,essorage,16.666666666666664
13828,essorant,16.666666666666664
13829,essoufflait,16.666666666666664
13830,essuyèrent,16.666666666666664
13831,essuyé,16.666666666666664
13832,estaminet,16.666666666666664
13833,estampe,16.666666666666664
13834,esthétique,16.666666666666664
13835,estima,16.666666666666664
13836,estimez,16.666666666666664
13837,estivants,16.666666666666664
13838,estomaqué,16.666666666666664
13839,estuaire,16.666666666666664
13840,eues,16.666666666666664
13841,européen,16.666666666666664
13842,exagéraient,16.666666666666664
13843,exagérant,16.666666666666664
13844,exagérer,16.666666666666664
13845,exagérons,16.666666666666664
13846,exagérées,16.666666666666664
13847,exaltation,16.666666666666664
13848,exalte,16.666666666666664
13849,exalté,16.666666666666664
13850,exaltés,16.666666666666664
13851,examinaient,16.666666666666664
13852,examine,16.666666666666664
13853,examiniez,16.666666666666664
13854,examiné,16.666666666666664
13855,examinée,16.666666666666664
13856,examinés,16.666666666666664
13857,exaspérant,16.666666666666664
13858,exaspérante,16.666666666666664
13859,exaspérée,16.666666666666664
13860,exaspérément,16.666666666666664
13861,excavation,16.666666666666664
13862,excellentes,16.666666666666664
13863,excentricité,16.666666666666664
13864,excentriques,16.666666666666664
13865,excentré,16.666666666666664
13866,exceptionnellement,16.666666666666664
13867,exceptionnelles,16.666666666666664
13868,exceptions,16.666666666666664
13869,excessif,16.666666666666664
13870,excessive,16.666666666666664
13871,excessivement,16.666666666666664
13872,excitait,16.666666666666664
13873,excitant,16.666666666666664
13874,exciter,16.666666666666664
13875,excité,16.666666666666664
13876,excitée,16.666666666666664
13877,exclamant,16.666666666666664
13878,exclamatifs,16.666666666666664
13879,exclamation,16.666666666666664
13880,exclamations,16.666666666666664
13881,exclame,16.666666666666664
13882,exclamer,16.666666666666664
13883,exclus,16.666666666666664
13884,exclusif,16.666666666666664
13885,exclut,16.666666666666664
13886,excroissantes,16.666666666666664
13887,excusait,16.666666666666664
13888,excusant,16.666666666666664
13889,excuseras,16.666666666666664
13890,excuserez,16.666666666666664
13891,excusé,16.666666666666664
13892,excède,16.666666666666664
13893,excédait,16.666666666666664
13894,excédent,16.666666666666664
13895,excédé,16.666666666666664
13896,exempt,16.666666666666664
13897,exerce,16.666666666666664
13898,exercices,16.666666666666664
13899,exercée,16.666666666666664
13900,exhala,16.666666666666664
13901,exhalaient,16.666666666666664
13902,exhalant,16.666666666666664
13903,exhaustifs,16.666666666666664
13904,exhibait,16.666666666666664
13905,exhibe,16.666666666666664
13906,exhibition,16.666666666666664
13907,exhortait,16.666666666666664
13908,exhortant,16.666666666666664
13909,exhorte,16.666666666666664
13910,exige,16.666666666666664
13911,exigea,16.666666666666664
13912,exigence,16.666666666666664
13913,exigences,16.666666666666664
13914,exigerai,16.666666666666664
13915,exiguës,16.666666666666664
13916,exiler,16.666666666666664
13917,existaient,16.666666666666664
13918,existât,16.666666666666664
13919,exonération,16.666666666666664
13920,exorbitante,16.666666666666664
13921,exorbitantes,16.666666666666664
13922,exorcisé,16.666666666666664
13923,exotiques,16.666666666666664
13924,expansé,16.666666666666664
13925,experte,16.666666666666664
13926,expertiser,16.666666666666664
13927,expertisées,16.666666666666664
13928,expira,16.666666666666664
13929,expirer,16.666666666666664
13930,explicable,16.666666666666664
13931,explicatifs,16.666666666666664
13932,expliquent,16.666666666666664
13933,expliques,16.666666666666664
13934,expliquez,16.666666666666664
13935,expliqué,16.666666666666664
13936,exploit,16.666666666666664
13937,exploitaient,16.666666666666664
13938,exploitant,16.666666666666664
13939,exploitants,16.666666666666664
13940,exploitation,16.666666666666664
13941,exploiter,16.666666666666664
13942,exploiteront,16.666666666666664
13943,explorant,16.666666666666664
13944,exploratoire,16.666666666666664
13945,explorer,16.666666666666664
13946,explorèrent,16.666666666666664
13947,exploré,16.666666666666664
13948,explosaient,16.666666666666664
13949,explosait,16.666666666666664
13950,explosent,16.666666666666664
13951,exploser,16.666666666666664
13952,exponentiels,16.666666666666664
13953,export,16.666666666666664
13954,exportateur,16.666666666666664
13955,exportent,16.666666666666664
13956,exposa,16.666666666666664
13957,exposait,16.666666666666664
13958,exposant,16.666666666666664
13959,expose,16.666666666666664
13960,exposer,16.666666666666664
13961,exposerez,16.666666666666664
13962,exposé,16.666666666666664
13963,exposée,16.666666666666664
13964,exposés,16.666666666666664
13965,expressif,16.666666666666664
13966,exprimaient,16.666666666666664
13967,exprimant,16.666666666666664
13968,exprimes,16.666666666666664
13969,exprimât,16.666666666666664
13970,exprimé,16.666666666666664
13971,expédia,16.666666666666664
13972,expéditeur,16.666666666666664
13973,expédition,16.666666666666664
13974,expéditions,16.666666666666664
13975,expéditivement,16.666666666666664
13976,expéditrice,16.666666666666664
13977,exquise,16.666666666666664
13978,extasie,16.666666666666664
13979,extensible,16.666666666666664
13980,exterminées,16.666666666666664
13981,extirpa,16.666666666666664
13982,extirpait,16.666666666666664
13983,extirpant,16.666666666666664
13984,extorquer,16.666666666666664
13985,extraction,16.666666666666664
13986,extradition,16.666666666666664
13987,extralucide,16.666666666666664
13988,extraordinairement,16.666666666666664
13989,extraordinaires,16.666666666666664
13990,extraterrestre,16.666666666666664
13991,extraterrestres,16.666666666666664
13992,extravagances,16.666666666666664
13993,extravagante,16.666666666666664
13994,extrémité,16.666666666666664
13995,exténuant,16.666666666666664
13996,extérieurs,16.666666666666664
13997,extériorisée,16.666666666666664
13998,exultant,16.666666666666664
13999,exutoire,16.666666666666664
14000,exécutant,16.666666666666664
14001,exécution,16.666666666666664
14002,exécutées,16.666666666666664
14003,fabricants,16.666666666666664
14004,fabriquais,16.666666666666664
14005,fabriques,16.666666666666664
14006,faces,16.666666666666664
14007,faciles,16.666666666666664
14008,faciliter,16.666666666666664
14009,faciès,16.666666666666664
14010,factice,16.666666666666664
14011,faction,16.666666666666664
14012,factionnaire,16.666666666666664
14013,factions,16.666666666666664
14014,faculté,16.666666666666664
14015,fagot,16.666666666666664
14016,fagoté,16.666666666666664
14017,faiblissant,16.666666666666664
14018,faiblissante,16.666666666666664
14019,faillie,16.666666666666664
14020,faillirent,16.666666666666664
14021,faillite,16.666666666666664
14022,fainéant,16.666666666666664
14023,faisans,16.666666666666664
14024,fameusement,16.666666666666664
14025,familiariserait,16.666666666666664
14026,familiarités,16.666666666666664
14027,familières,16.666666666666664
14028,faméliques,16.666666666666664
14029,fanatique,16.666666666666664
14030,fanatisme,16.666666666666664
14031,fanatisée,16.666666666666664
14032,fanfare,16.666666666666664
14033,fanions,16.666666666666664
14034,fantassins,16.666666666666664
14035,fantastique,16.666666666666664
14036,fantôme,16.666666666666664
14037,fanées,16.666666666666664
14038,farceuse,16.666666666666664
14039,farcie,16.666666666666664
14040,fard,16.666666666666664
14041,fardée,16.666666666666664
14042,farfouilla,16.666666666666664
14043,farine,16.666666666666664
14044,faro,16.666666666666664
14045,farouchement,16.666666666666664
14046,fascination,16.666666666666664
14047,fassions,16.666666666666664
14048,faste,16.666666666666664
14049,fastes,16.666666666666664
14050,fastueuses,16.666666666666664
14051,fastueux,16.666666666666664
14052,fatale,16.666666666666664
14053,fatigua,16.666666666666664
14054,fatiguant,16.666666666666664
14055,fatiguent,16.666666666666664
14056,fatiguée,16.666666666666664
14057,fatras,16.666666666666664
14058,faubourgs,16.666666666666664
14059,faubourien,16.666666666666664
14060,faufilaient,16.666666666666664
14061,faufilait,16.666666666666664
14062,faufilée,16.666666666666664
14063,faussant,16.666666666666664
14064,fauve,16.666666666666664
14065,faveur,16.666666666666664
14066,favorisé,16.666666666666664
14067,façons,16.666666666666664
14068,faîtes,16.666666666666664
14069,faïence,16.666666666666664
14070,faïences,16.666666666666664
14071,feignait,16.666666666666664
14072,feignirent,16.666666666666664
14073,feinte,16.666666666666664
14074,feinter,16.666666666666664
14075,feintes,16.666666666666664
14076,femelle,16.666666666666664
14077,femelles,16.666666666666664
14078,fend,16.666666666666664
14079,fendait,16.666666666666664
14080,fendant,16.666666666666664
14081,fendillée,16.666666666666664
14082,fendu,16.666666666666664
14083,fendue,16.666666666666664
14084,fenouil,16.666666666666664
14085,feriez,16.666666666666664
14086,ferment,16.666666666666664
14087,fermerais,16.666666666666664
14088,fermez,16.666666666666664
14089,fermier,16.666666666666664
14090,fermiers,16.666666666666664
14091,fermoir,16.666666666666664
14092,ferrailles,16.666666666666664
14093,ferroviaire,16.666666666666664
14094,ferroviaires,16.666666666666664
14095,ferrugineusement,16.666666666666664
14096,ferrures,16.666666666666664
14097,fervents,16.666666666666664
14098,ferveur,16.666666666666664
14099,fessée,16.666666666666664
14100,feuillages,16.666666666666664
14101,feuillet,16.666666666666664
14102,feuilleta,16.666666666666664
14103,feuilletaient,16.666666666666664
14104,feuilletant,16.666666666666664
14105,feuillets,16.666666666666664
14106,feuillette,16.666666666666664
14107,feuilletés,16.666666666666664
14108,fi,16.666666666666664
14109,fiacre,16.666666666666664
14110,fiancerait,16.666666666666664
14111,fiancé,16.666666666666664
14112,fiancés,16.666666666666664
14113,fiant,16.666666666666664
14114,fiançailles,16.666666666666664
14115,fibres,16.666666666666664
14116,fibrilles,16.666666666666664
14117,ficelait,16.666666666666664
14118,ficeler,16.666666666666664
14119,ficelle,16.666666666666664
14120,ficelé,16.666666666666664
14121,ficelés,16.666666666666664
14122,fiché,16.666666666666664
14123,fiction,16.666666666666664
14124,fidèlement,16.666666666666664
14125,fief,16.666666666666664
14126,fiel,16.666666666666664
14127,fielleux,16.666666666666664
14128,figue,16.666666666666664
14129,figurais,16.666666666666664
14130,figurant,16.666666666666664
14131,figurants,16.666666666666664
14132,figuratif,16.666666666666664
14133,figurent,16.666666666666664
14134,figurer,16.666666666666664
14135,figurines,16.666666666666664
14136,figée,16.666666666666664
14137,filatures,16.666666666666664
14138,filerait,16.666666666666664
14139,files,16.666666666666664
14140,filez,16.666666666666664
14141,filigrane,16.666666666666664
14142,filin,16.666666666666664
14143,filière,16.666666666666664
14144,fillette,16.666666666666664
14145,filleul,16.666666666666664
14146,filment,16.666666666666664
14147,films,16.666666666666664
14148,filtraient,16.666666666666664
14149,filtrer,16.666666666666664
14150,filtres,16.666666666666664
14151,filtrée,16.666666666666664
14152,filés,16.666666666666664
14153,finale,16.666666666666664
14154,financerait,16.666666666666664
14155,financier,16.666666666666664
14156,financière,16.666666666666664
14157,finassant,16.666666666666664
14158,finasseries,16.666666666666664
14159,finie,16.666666666666664
14160,finirait,16.666666666666664
14161,finiras,16.666666666666664
14162,finirions,16.666666666666664
14163,finissaient,16.666666666666664
14164,finissant,16.666666666666664
14165,finisse,16.666666666666664
14166,finlandaise,16.666666666666664
14167,finlandaises,16.666666666666664
14168,finnois,16.666666666666664
14169,fins,16.666666666666664
14170,fioritures,16.666666666666664
14171,firme,16.666666666666664
14172,fisc,16.666666666666664
14173,fissure,16.666666666666664
14174,fissures,16.666666666666664
14175,fissurât,16.666666666666664
14176,fiston,16.666666666666664
14177,fixaient,16.666666666666664
14178,fixité,16.666666666666664
14179,fixée,16.666666666666664
14180,fixées,16.666666666666664
14181,fiée,16.666666666666664
14182,fiévreuse,16.666666666666664
14183,flaccide,16.666666666666664
14184,flacons,16.666666666666664
14185,flageolets,16.666666666666664
14186,flagrant,16.666666666666664
14187,flair,16.666666666666664
14188,flairais,16.666666666666664
14189,flairé,16.666666666666664
14190,flamandes,16.666666666666664
14191,flambait,16.666666666666664
14192,flanche,16.666666666666664
14193,flancher,16.666666666666664
14194,flancs,16.666666666666664
14195,flanelle,16.666666666666664
14196,flanquaient,16.666666666666664
14197,flanquer,16.666666666666664
14198,flanqués,16.666666666666664
14199,flaque,16.666666666666664
14200,flaques,16.666666666666664
14201,flash,16.666666666666664
14202,flashes,16.666666666666664
14203,flattaient,16.666666666666664
14204,flatté,16.666666666666664
14205,fleurait,16.666666666666664
14206,fleurant,16.666666666666664
14207,fleurirent,16.666666666666664
14208,fleuris,16.666666666666664
14209,fleuriste,16.666666666666664
14210,flexible,16.666666666666664
14211,flic,16.666666666666664
14212,flipper,16.666666666666664
14213,flopées,16.666666666666664
14214,flore,16.666666666666664
14215,florins,16.666666666666664
14216,flots,16.666666666666664
14217,flottantes,16.666666666666664
14218,flottement,16.666666666666664
14219,flotter,16.666666666666664
14220,floue,16.666666666666664
14221,floues,16.666666666666664
14222,flous,16.666666666666664
14223,fluides,16.666666666666664
14224,fluorescentes,16.666666666666664
14225,fluviaux,16.666666666666664
14226,flânait,16.666666666666664
14227,flâneur,16.666666666666664
14228,flèche,16.666666666666664
14229,fléchissait,16.666666666666664
14230,fléchés,16.666666666666664
14231,flûtait,16.666666666666664
14232,flûtes,16.666666666666664
14233,foison,16.666666666666664
14234,foisonnent,16.666666666666664
14235,folklore,16.666666666666664
14236,follement,16.666666666666664
14237,folles,16.666666666666664
14238,follet,16.666666666666664
14239,fonce,16.666666666666664
14240,fonctionnaire,16.666666666666664
14241,fonctionnait,16.666666666666664
14242,fonctionnant,16.666666666666664
14243,fonctionne,16.666666666666664
14244,foncé,16.666666666666664
14245,foncée,16.666666666666664
14246,foncés,16.666666666666664
14247,fondaient,16.666666666666664
14248,fondait,16.666666666666664
14249,fondateur,16.666666666666664
14250,fondent,16.666666666666664
14251,fonder,16.666666666666664
14252,fondrière,16.666666666666664
14253,fondu,16.666666666666664
14254,fondue,16.666666666666664
14255,fondues,16.666666666666664
14256,fondés,16.666666666666664
14257,fontaine,16.666666666666664
14258,football,16.666666666666664
14259,footballeurs,16.666666666666664
14260,footing,16.666666666666664
14261,foraine,16.666666666666664
14262,forait,16.666666666666664
14263,forcenée,16.666666666666664
14264,forcenés,16.666666666666664
14265,forceps,16.666666666666664
14266,forcer,16.666666666666664
14267,forclos,16.666666666666664
14268,forcée,16.666666666666664
14269,forer,16.666666666666664
14270,forestiers,16.666666666666664
14271,forestières,16.666666666666664
14272,forfait,16.666666666666664
14273,forger,16.666666666666664
14274,forgées,16.666666666666664
14275,formalisait,16.666666666666664
14276,formel,16.666666666666664
14277,formelle,16.666666666666664
14278,formeront,16.666666666666664
14279,formidablement,16.666666666666664
14280,formidables,16.666666666666664
14281,formulaire,16.666666666666664
14282,formulaires,16.666666666666664
14283,formules,16.666666666666664
14284,formât,16.666666666666664
14285,fortement,16.666666666666664
14286,fortes,16.666666666666664
14287,fortifiant,16.666666666666664
14288,fortuits,16.666666666666664
14289,força,16.666666666666664
14290,forêts,16.666666666666664
14291,fouettaient,16.666666666666664
14292,fouettant,16.666666666666664
14293,fouetter,16.666666666666664
14294,fougères,16.666666666666664
14295,fouille,16.666666666666664
14296,fouillèrent,16.666666666666664
14297,fouillé,16.666666666666664
14298,fouinait,16.666666666666664
14299,foulard,16.666666666666664
14300,foules,16.666666666666664
14301,foulée,16.666666666666664
14302,fourbe,16.666666666666664
14303,fourbissant,16.666666666666664
14304,fourchette,16.666666666666664
14305,fourgon,16.666666666666664
14306,fourgonnant,16.666666666666664
14307,fourgonner,16.666666666666664
14308,fourgonnette,16.666666666666664
14309,fourmillants,16.666666666666664
14310,fourmillement,16.666666666666664
14311,fournaise,16.666666666666664
14312,fournirait,16.666666666666664
14313,fournis,16.666666666666664
14314,fournissant,16.666666666666664
14315,fournisseur,16.666666666666664
14316,fournitures,16.666666666666664
14317,fourra,16.666666666666664
14318,fourrage,16.666666666666664
14319,fourragère,16.666666666666664
14320,fourrait,16.666666666666664
14321,fourrez,16.666666666666664
14322,fourré,16.666666666666664
14323,fourrée,16.666666666666664
14324,fourvoya,16.666666666666664
14325,foutaient,16.666666666666664
14326,foutaises,16.666666666666664
14327,foutent,16.666666666666664
14328,foutre,16.666666666666664
14329,foutue,16.666666666666664
14330,foutus,16.666666666666664
14331,fox,16.666666666666664
14332,foyers,16.666666666666664
14333,fr,16.666666666666664
14334,fracassée,16.666666666666664
14335,fraction,16.666666666666664
14336,fractionné,16.666666666666664
14337,fractionnés,16.666666666666664
14338,fracturé,16.666666666666664
14339,fragile,16.666666666666664
14340,fragment,16.666666666666664
14341,fragments,16.666666666666664
14342,fraise,16.666666666666664
14343,framboise,16.666666666666664
14344,franchie,16.666666666666664
14345,franchiraient,16.666666666666664
14346,franchirent,16.666666666666664
14347,franchise,16.666666666666664
14348,franchissent,16.666666666666664
14349,francophone,16.666666666666664
14350,frange,16.666666666666664
14351,franges,16.666666666666664
14352,franquette,16.666666666666664
14353,frappais,16.666666666666664
14354,frappe,16.666666666666664
14355,frappes,16.666666666666664
14356,frappés,16.666666666666664
14357,fraternel,16.666666666666664
14358,fraternisait,16.666666666666664
14359,fraternise,16.666666666666664
14360,fraternité,16.666666666666664
14361,frauduleusement,16.666666666666664
14362,frayait,16.666666666666664
14363,frayant,16.666666666666664
14364,frayer,16.666666666666664
14365,fredonner,16.666666666666664
14366,freina,16.666666666666664
14367,freinait,16.666666666666664
14368,freinant,16.666666666666664
14369,freine,16.666666666666664
14370,freiner,16.666666666666664
14371,freins,16.666666666666664
14372,freiné,16.666666666666664
14373,freluquet,16.666666666666664
14374,fretin,16.666666666666664
14375,frets,16.666666666666664
14376,friable,16.666666666666664
14377,fric,16.666666666666664
14378,friche,16.666666666666664
14379,fricot,16.666666666666664
14380,fricote,16.666666666666664
14381,fricoter,16.666666666666664
14382,frictionne,16.666666666666664
14383,frigidaire,16.666666666666664
14384,frileuse,16.666666666666664
14385,frileusement,16.666666666666664
14386,frileux,16.666666666666664
14387,fringales,16.666666666666664
14388,fripouille,16.666666666666664
14389,fripouilles,16.666666666666664
14390,fripé,16.666666666666664
14391,fripées,16.666666666666664
14392,frire,16.666666666666664
14393,frise,16.666666666666664
14394,frisson,16.666666666666664
14395,frissonna,16.666666666666664
14396,frissonnait,16.666666666666664
14397,frissonnant,16.666666666666664
14398,frissonnent,16.666666666666664
14399,frisées,16.666666666666664
14400,friture,16.666666666666664
14401,froides,16.666666666666664
14402,froideurs,16.666666666666664
14403,froissa,16.666666666666664
14404,froisse,16.666666666666664
14405,froissements,16.666666666666664
14406,froissée,16.666666666666664
14407,froissés,16.666666666666664
14408,fromage,16.666666666666664
14409,fronce,16.666666666666664
14410,frondaisons,16.666666666666664
14411,frondeur,16.666666666666664
14412,frontal,16.666666666666664
14413,frontalement,16.666666666666664
14414,fronts,16.666666666666664
14415,frottant,16.666666666666664
14416,frotté,16.666666666666664
14417,frousse,16.666666666666664
14418,fruit,16.666666666666664
14419,frémirent,16.666666666666664
14420,frémissaient,16.666666666666664
14421,frémissant,16.666666666666664
14422,frénétique,16.666666666666664
14423,frénétiques,16.666666666666664
14424,fréquemment,16.666666666666664
14425,fréquence,16.666666666666664
14426,fréquences,16.666666666666664
14427,fréquentations,16.666666666666664
14428,fréquente,16.666666666666664
14429,fréquentent,16.666666666666664
14430,fréquenter,16.666666666666664
14431,fréquentiez,16.666666666666664
14432,fréquentons,16.666666666666664
14433,fréquentée,16.666666666666664
14434,fréquentés,16.666666666666664
14435,frôla,16.666666666666664
14436,frôlant,16.666666666666664
14437,fuel,16.666666666666664
14438,fugacement,16.666666666666664
14439,fugitivement,16.666666666666664
14440,fui,16.666666666666664
14441,fuit,16.666666666666664
14442,full,16.666666666666664
14443,fulminant,16.666666666666664
14444,fumables,16.666666666666664
14445,fumants,16.666666666666664
14446,fumes,16.666666666666664
14447,fumeur,16.666666666666664
14448,fumez,16.666666666666664
14449,fumoir,16.666666666666664
14450,fumées,16.666666666666664
14451,funèbre,16.666666666666664
14452,funéraire,16.666666666666664
14453,fur,16.666666666666664
14454,fureter,16.666666666666664
14455,furie,16.666666666666664
14456,furtifs,16.666666666666664
14457,fuseau,16.666666666666664
14458,fuser,16.666666666666664
14459,fusibles,16.666666666666664
14460,fusiforme,16.666666666666664
14461,fusillade,16.666666666666664
14462,fusillades,16.666666666666664
14463,futures,16.666666666666664
14464,futurs,16.666666666666664
14465,fuyant,16.666666666666664
14466,fuyards,16.666666666666664
14467,fâche,16.666666666666664
14468,fâcherait,16.666666666666664
14469,fâcheuse,16.666666666666664
14470,fâcheux,16.666666666666664
14471,fédérale,16.666666666666664
14472,fédération,16.666666666666664
14473,fédérations,16.666666666666664
14474,fédérés,16.666666666666664
14475,félicitations,16.666666666666664
14476,félicite,16.666666666666664
14477,félicité,16.666666666666664
14478,féminin,16.666666666666664
14479,féminines,16.666666666666664
14480,féminité,16.666666666666664
14481,fémurs,16.666666666666664
14482,férié,16.666666666666664
14483,féroces,16.666666666666664
14484,février,16.666666666666664
14485,fêlée,16.666666666666664
14486,fêtait,16.666666666666664
14487,fêtes,16.666666666666664
14488,fît,16.666666666666664
14489,gabarit,16.666666666666664
14490,gabier,16.666666666666664
14491,gaffe,16.666666666666664
14492,gagnerions,16.666666666666664
14493,gagnées,16.666666666666664
14494,gain,16.666666666666664
14495,gaine,16.666666666666664
14496,gainée,16.666666666666664
14497,galbe,16.666666666666664
14498,gale,16.666666666666664
14499,galerie,16.666666666666664
14500,galeries,16.666666666666664
14501,galet,16.666666666666664
14502,galetas,16.666666666666664
14503,galets,16.666666666666664
14504,galette,16.666666666666664
14505,galonnée,16.666666666666664
14506,galopant,16.666666666666664
14507,galope,16.666666666666664
14508,galoper,16.666666666666664
14509,gambader,16.666666666666664
14510,gambler,16.666666666666664
