,lower-words,per1000
140,tête,0.7594138843640478
141,ici,0.7480226760985872
142,coup,0.7252402595676657
143,jour,0.7252402595676657
144,yeux,0.7138490513022049
145,depuis,0.698660773614924
146,fit,0.698660773614924
147,aurait,0.6948637041931037
148,nuit,0.6948637041931037
149,peut,0.6910666347712836
150,assez,0.6872695653494634
151,bob,0.6796754265058228
152,hommes,0.6796754265058228
153,derrière,0.6720812876621823
154,faisait,0.6682842182403621
155,bon,0.6606900793967216
156,celui,0.6568930099749014
157,oui,0.6568930099749014
158,jeune,0.6530959405530811
159,donc,0.6492988711312608
160,jusqu,0.6492988711312608
161,andy,0.6455018017094406
162,votre,0.6455018017094406
163,heures,0.6341105934439799
164,rue,0.6341105934439799
165,seul,0.6341105934439799
166,avaient,0.6265164546003394
167,ci,0.6265164546003394
168,enfin,0.6265164546003394
169,fut,0.6151252463348788
170,voiture,0.6151252463348788
171,chambre,0.6075311074912383
172,peut_être,0.5961398992257776
173,eux,0.5923428298039572
174,grand,0.5847486909603168
175,mal,0.5847486909603168
176,matin,0.5847486909603168
177,ma,0.5771545521166763
178,vieux,0.5771545521166763
179,personne,0.5733574826948561
180,aller,0.5695604132730359
181,ont,0.5695604132730359
182,as,0.5657633438512156
183,gens,0.5657633438512156
184,presque,0.5657633438512156
185,te,0.5657633438512156
186,parce,0.5581692050075752
187,peine,0.5581692050075752
188,tard,0.5581692050075752
189,fille,0.5543721355857549
190,maintenant,0.5543721355857549
191,petite,0.5505750661639347
192,place,0.5505750661639347
193,eu,0.539183857898474
194,leurs,0.539183857898474
195,ni,0.539183857898474
196,toon,0.539183857898474
197,xxxxxxxx,0.539183857898474
198,loin,0.5353867884766538
199,mieux,0.5353867884766538
200,quoi,0.5353867884766538
201,pendant,0.5315897190548334
202,pourquoi,0.5315897190548334
203,cinq,0.523995580211193
204,beaucoup,0.5164014413675525
205,ainsi,0.5126043719457323
206,toi,0.5126043719457323
207,soir,0.508807302523912
208,vu,0.5050102331020918
209,fond,0.5012131636802715
210,vie,0.5012131636802715
211,eau,0.4974160942584513
212,jours,0.4974160942584513
213,regard,0.4974160942584513
214,parler,0.49361902483663106
215,bout,0.48982195541481083
216,côté,0.48982195541481083
217,regardait,0.4860248859929906
218,ensuite,0.48222781657117036
219,toutes,0.48222781657117036
220,duc,0.4784307471493501
221,contre,0.4746336777275299
222,quelqu,0.4746336777275299
223,fenêtre,0.46703953888388944
224,nom,0.46703953888388944
225,os,0.46703953888388944
226,paris,0.46703953888388944
227,van,0.4594454000402489
228,celle,0.4556483306184287
229,tour,0.4556483306184287
230,dix,0.45185126119660846
231,eut,0.45185126119660846
232,vrai,0.44805419177478817
233,chaque,0.444257122352968
234,devait,0.444257122352968
235,doute,0.444257122352968
236,quatre,0.43666298350932753
237,allait,0.43286591408750724
238,juste,0.43286591408750724
239,abord,0.429068844665687
240,cet,0.4252717752438668
241,point,0.4252717752438668
242,autour,0.42147470582204655
243,or,0.42147470582204655
244,premier,0.42147470582204655
245,verre,0.42147470582204655
246,savait,0.41767763640022626
247,téléphone,0.41767763640022626
248,mille,0.41388056697840603
249,bas,0.41008349755658585
250,faut,0.41008349755658585
251,visage,0.41008349755658585
252,spencer,0.4062864281347656
253,voulez,0.4062864281347656
254,dès,0.40248935871294533
255,prendre,0.40248935871294533
256,êtes,0.40248935871294533
257,bonne,0.3986922892911251
258,gassin,0.3986922892911251
259,haut,0.3986922892911251
260,route,0.3986922892911251
261,surtout,0.3986922892911251
262,première,0.39489521986930487
263,vite,0.39489521986930487
264,face,0.39109815044748464
265,mètres,0.38730108102566435
266,suite,0.38730108102566435
267,table,0.38730108102566435
268,voilà,0.38730108102566435
269,comment,0.3835040116038441
270,ville,0.3835040116038441
271,œil,0.3835040116038441
272,nouveau,0.3797069421820239
273,pouvait,0.3759098727602037
274,sûr,0.3759098727602037
275,bureau,0.3721128033383834
276,plutôt,0.3721128033383834
277,seulement,0.3721128033383834
278,crois,0.3683157339165632
279,part,0.3683157339165632
280,auto,0.36451866449474296
281,mains,0.36451866449474296
282,parfois,0.36451866449474296
283,patron,0.36451866449474296
284,pourtant,0.36451866449474296
285,instant,0.36072159507292273
286,longtemps,0.36072159507292273
287,michonnet,0.36072159507292273
288,peggy,0.35692452565110244
289,voyait,0.35692452565110244
290,choses,0.3531274562292822
291,ceux,0.349330386807462
292,mori,0.349330386807462
293,reste,0.349330386807462
294,rouge,0.349330386807462
295,bord,0.3455333173856418
296,frère,0.3455333173856418
297,serait,0.3455333173856418
298,sourire,0.3455333173856418
299,dessus,0.3417362479638215
300,mathilda,0.3379391785420013
301,grande,0.33414210912018105
302,inspecteur,0.33414210912018105
303,sait,0.33414210912018105
304,idée,0.3303450396983608
305,vais,0.3303450396983608
306,long,0.32654797027654053
307,mme,0.32654797027654053
308,savoir,0.32654797027654053
309,soleil,0.32654797027654053
310,tant,0.32654797027654053
311,venu,0.32654797027654053
312,capitaine,0.3227509008547203
313,corps,0.3227509008547203
314,pu,0.3227509008547203
315,tandis,0.3227509008547203
316,veux,0.3227509008547203
317,manuel,0.31895383143290007
318,passé,0.31895383143290007
319,pris,0.31895383143290007
320,bras,0.31515676201107984
321,else,0.31515676201107984
322,regarda,0.31515676201107984
323,besoin,0.3113596925892596
324,entendu,0.3113596925892596
325,gros,0.3113596925892596
326,sœur,0.3113596925892596
327,habitude,0.3075626231674394
328,venir,0.3075626231674394
329,eût,0.30376555374561914
330,garage,0.30376555374561914
331,mari,0.30376555374561914
332,coin,0.2999684843237989
333,fort,0.2999684843237989
334,silence,0.2999684843237989
335,vingt,0.2999684843237989
336,effet,0.2961714149019786
337,monsieur,0.2961714149019786
338,poche,0.2961714149019786
339,question,0.2961714149019786
340,salon,0.2961714149019786
341,savez,0.2961714149019786
342,huit,0.2923743454801584
343,noir,0.2923743454801584
344,peur,0.2923743454801584
345,pied,0.2923743454801584
346,soit,0.2923743454801584
347,affaire,0.28857727605833816
348,carl,0.28857727605833816
349,cas,0.28857727605833816
350,passer,0.28857727605833816
351,plankaert,0.28857727605833816
352,souvent,0.28857727605833816
353,trente,0.28857727605833816
354,années,0.28478020663651793
355,argent,0.28478020663651793
356,bruit,0.28478020663651793
357,debout,0.28478020663651793
358,es,0.28478020663651793
359,louis,0.28478020663651793
360,regarder,0.28478020663651793
361,salle,0.28478020663651793
362,sorte,0.28478020663651793
363,avais,0.28098313721469764
364,mort,0.28098313721469764
365,quai,0.28098313721469764
366,demande,0.27718606779287747
367,marcia,0.27718606779287747
368,ranch,0.27718606779287747
369,lit,0.27338899837105723
370,lucas,0.27338899837105723
371,train,0.27338899837105723
372,vois,0.27338899837105723
373,disait,0.269591928949237
374,milieu,0.269591928949237
375,quel,0.269591928949237
376,tenait,0.269591928949237
377,venait,0.269591928949237
378,autant,0.2657948595274167
379,maurice,0.2657948595274167
380,passe,0.2657948595274167
381,restait,0.2657948595274167
382,doit,0.2619977901055965
383,plein,0.2619977901055965
384,police,0.2619977901055965
385,trouver,0.2619977901055965
386,vieille,0.2619977901055965
387,vit,0.2619977901055965
388,vraiment,0.2619977901055965
389,demi,0.25820072068377625
390,elles,0.25820072068377625
391,exemple,0.25820072068377625
392,fin,0.25820072068377625
393,justine,0.25820072068377625
394,petits,0.25820072068377625
395,pipe,0.25820072068377625
396,trouvait,0.25820072068377625
397,vient,0.25820072068377625
398,voulait,0.25820072068377625
399,étais,0.25820072068377625
400,allez,0.254403651261956
401,andersen,0.254403651261956
402,dis,0.254403651261956
403,possible,0.254403651261956
404,seule,0.254403651261956
405,six,0.254403651261956
406,courant,0.25060658184013573
407,droite,0.25060658184013573
408,père,0.25060658184013573
409,aussitôt,0.24680951241831553
410,boris,0.24680951241831553
411,cause,0.24680951241831553
412,cependant,0.24680951241831553
413,dehors,0.24680951241831553
414,fauteuil,0.24680951241831553
415,mettre,0.24680951241831553
416,pont,0.24680951241831553
417,gauche,0.2430124429964953
418,mois,0.2430124429964953
419,mot,0.2430124429964953
420,peux,0.2430124429964953
421,attendait,0.23921537357467504
422,beau,0.23921537357467504
423,compte,0.23921537357467504
424,dû,0.23921537357467504
425,ouvrit,0.23921537357467504
426,parlé,0.23921537357467504
427,trouve,0.23921537357467504
428,calme,0.23541830415285483
429,histoire,0.23541830415285483
430,janvier,0.23541830415285483
431,papier,0.23541830415285483
432,pays,0.23541830415285483
433,quelle,0.23541830415285483
434,sentait,0.23541830415285483
435,terre,0.23541830415285483
436,arrière,0.23162123473103458
437,chercher,0.23162123473103458
438,chinois,0.23162123473103458
439,demain,0.23162123473103458
440,façon,0.23162123473103458
441,fils,0.23162123473103458
442,lettre,0.23162123473103458
443,leva,0.23162123473103458
444,lumière,0.23162123473103458
445,neuf,0.23162123473103458
446,parlait,0.23162123473103458
447,pieds,0.23162123473103458
448,soudain,0.23162123473103458
449,bleu,0.22782416530921434
450,lieu,0.22782416530921434
451,partie,0.22782416530921434
452,partout,0.22782416530921434
453,piste,0.22782416530921434
454,demander,0.22402709588739408
455,dites,0.22402709588739408
456,droit,0.22402709588739408
457,frères,0.22402709588739408
458,nicole,0.22402709588739408
459,parmi,0.22402709588739408
460,ton,0.22402709588739408
461,affaires,0.22023002646557388
462,assis,0.22023002646557388
463,chacun,0.22023002646557388
464,garlonne,0.22023002646557388
465,hier,0.22023002646557388
466,hôtel,0.22023002646557388
467,importe,0.22023002646557388
468,mine,0.22023002646557388
469,passait,0.22023002646557388
470,quant,0.22023002646557388
471,tucson,0.22023002646557388
472,chapeau,0.21643295704375362
473,cuisine,0.21643295704375362
474,escalier,0.21643295704375362
475,feu,0.21643295704375362
476,sunburn,0.21643295704375362
477,vide,0.21643295704375362
478,certains,0.2126358876219334
479,ciel,0.2126358876219334
480,mit,0.2126358876219334
481,ombre,0.2126358876219334
482,vue,0.2126358876219334
483,épaules,0.2126358876219334
484,appareil,0.20883881820011313
485,bar,0.20883881820011313
486,dernier,0.20883881820011313
487,minutes,0.20883881820011313
488,second,0.20883881820011313
489,villa,0.20883881820011313
490,cent,0.20504174877829293
491,femmes,0.20504174877829293
492,lèvres,0.20504174877829293
493,parti,0.20504174877829293
494,pièce,0.20504174877829293
495,présent,0.20504174877829293
496,voit,0.20504174877829293
497,aw,0.20124467935647267
498,comprendre,0.20124467935647267
499,compris,0.20124467935647267
500,connaissait,0.20124467935647267
501,coups,0.20124467935647267
502,envie,0.20124467935647267
503,mis,0.20124467935647267
504,semblait,0.20124467935647267
505,état,0.20124467935647267
506,aucune,0.19744760993465243
507,bouteille,0.19744760993465243
508,croire,0.19744760993465243
509,dernière,0.19744760993465243
510,donnait,0.19744760993465243
511,entendait,0.19744760993465243
512,froid,0.19744760993465243
513,line,0.19744760993465243
514,manger,0.19744760993465243
515,oscar,0.19744760993465243
516,plusieurs,0.19744760993465243
517,ailleurs,0.19365054051283218
518,arrivé,0.19365054051283218
519,blanc,0.19365054051283218
520,café,0.19365054051283218
521,connu,0.19365054051283218
522,courir,0.19365054051283218
523,entrer,0.19365054051283218
524,jenkins,0.19365054051283218
525,mes,0.19365054051283218
526,ouverte,0.19365054051283218
527,travers,0.19365054051283218
528,arrive,0.18985347109101194
529,certain,0.18985347109101194
530,chauffeur,0.18985347109101194
531,cheveux,0.18985347109101194
532,croyez,0.18985347109101194
533,dos,0.18985347109101194
534,malgré,0.18985347109101194
535,mouvement,0.18985347109101194
536,prit,0.18985347109101194
537,répondre,0.18985347109101194
538,sens,0.18985347109101194
539,veille,0.18985347109101194
540,étage,0.18985347109101194
541,demanda,0.1860564016691917
542,fini,0.1860564016691917
543,sera,0.1860564016691917
544,allé,0.18225933224737148
545,bientôt,0.18225933224737148
546,donne,0.18225933224737148
547,eh,0.18225933224737148
548,grille,0.18225933224737148
549,grosse,0.18225933224737148
550,laquelle,0.18225933224737148
551,mur,0.18225933224737148
552,parut,0.18225933224737148
553,pourrait,0.18225933224737148
554,ami,0.17846226282555122
555,boire,0.17846226282555122
556,cour,0.17846226282555122
557,lentement,0.17846226282555122
558,revolver,0.17846226282555122
559,veut,0.17846226282555122
560,aime,0.174665193403731
561,bouche,0.174665193403731
562,cheval,0.174665193403731
563,demandé,0.174665193403731
564,entrée,0.174665193403731
565,front,0.174665193403731
566,ouvrir,0.174665193403731
567,paraissait,0.174665193403731
568,rire,0.174665193403731
569,arrêta,0.17086812398191076
570,avion,0.17086812398191076
571,blanche,0.17086812398191076
572,boîte,0.17086812398191076
573,connais,0.17086812398191076
574,donner,0.17086812398191076
575,donné,0.17086812398191076
576,famille,0.17086812398191076
577,fenêtres,0.17086812398191076
578,fil,0.17086812398191076
579,harry,0.17086812398191076
580,kilomètres,0.17086812398191076
581,laisser,0.17086812398191076
582,little,0.17086812398191076
583,marche,0.17086812398191076
584,passa,0.17086812398191076
585,appartement,0.16707105456009053
586,aucun,0.16707105456009053
587,clair,0.16707105456009053
588,enfant,0.16707105456009053
589,pense,0.16707105456009053
590,questionna,0.16707105456009053
591,rendre,0.16707105456009053
592,seine,0.16707105456009053
593,type,0.16707105456009053
594,tôt,0.16707105456009053
595,vert,0.16707105456009053
596,appelle,0.16327398513827027
597,bois,0.16327398513827027
598,clef,0.16327398513827027
599,dents,0.16327398513827027
600,paraît,0.16327398513827027
601,parc,0.16327398513827027
602,passage,0.16327398513827027
603,poitrine,0.16327398513827027
604,sortit,0.16327398513827027
605,suivre,0.16327398513827027
606,suppose,0.16327398513827027
607,après_midi,0.15947691571645004
608,arrivait,0.15947691571645004
609,geste,0.15947691571645004
610,hara,0.15947691571645004
611,jouvin,0.15947691571645004
612,mots,0.15947691571645004
613,mère,0.15947691571645004
614,o,0.15947691571645004
615,portait,0.15947691571645004
616,sauf,0.15947691571645004
617,sortir,0.15947691571645004
618,cents,0.1556798462946298
619,chemin,0.1556798462946298
620,cœur,0.1556798462946298
621,enfants,0.1556798462946298
622,fais,0.1556798462946298
623,force,0.1556798462946298
624,forme,0.1556798462946298
625,grands,0.1556798462946298
626,jambes,0.1556798462946298
627,large,0.1556798462946298
628,meubles,0.1556798462946298
629,proche,0.1556798462946298
630,quartier,0.1556798462946298
631,rester,0.1556798462946298
632,tellement,0.1556798462946298
633,tomaso,0.1556798462946298
634,tourna,0.1556798462946298
635,trouvé,0.1556798462946298
636,allons,0.15188277687280957
637,coucher,0.15188277687280957
638,ensemble,0.15188277687280957
639,finit,0.15188277687280957
640,garçon,0.15188277687280957
641,illinois,0.15188277687280957
642,miles,0.15188277687280957
643,petites,0.15188277687280957
644,prague,0.15188277687280957
645,puce,0.15188277687280957
646,saint,0.15188277687280957
647,seconde,0.15188277687280957
648,signe,0.15188277687280957
649,simple,0.15188277687280957
650,suivait,0.15188277687280957
651,tel,0.15188277687280957
652,alla,0.1480857074509893
653,anglais,0.1480857074509893
654,attendre,0.1480857074509893
655,docteur,0.1480857074509893
656,fallait,0.1480857074509893
657,garde,0.1480857074509893
658,laisse,0.1480857074509893
659,nouvelle,0.1480857074509893
660,retour,0.1480857074509893
661,rouges,0.1480857074509893
662,viens,0.1480857074509893
663,voulu,0.1480857074509893
664,épaule,0.1480857074509893
665,arme,0.14428863802916908
666,ayant,0.14428863802916908
667,combien,0.14428863802916908
668,connaissez,0.14428863802916908
669,course,0.14428863802916908
670,direction,0.14428863802916908
671,drôle,0.14428863802916908
672,déjeuner,0.14428863802916908
673,jardin,0.14428863802916908
674,jaune,0.14428863802916908
675,lendemain,0.14428863802916908
676,mêmes,0.14428863802916908
677,nez,0.14428863802916908
678,penser,0.14428863802916908
679,regardant,0.14428863802916908
680,répondit,0.14428863802916908
681,sac,0.14428863802916908
682,taxi,0.14428863802916908
683,voyez,0.14428863802916908
684,aujourd_hui,0.14049156860734882
685,bandol,0.14049156860734882
686,devenu,0.14049156860734882
687,doucement,0.14049156860734882
688,haute,0.14049156860734882
689,phelps,0.14049156860734882
690,poste,0.14049156860734882
691,prenait,0.14049156860734882
692,propre,0.14049156860734882
693,raison,0.14049156860734882
694,sol,0.14049156860734882
695,travail,0.14049156860734882
696,voitures,0.14049156860734882
697,étant,0.14049156860734882
698,aloso,0.13669449918552862
699,avons,0.13669449918552862
700,cabine,0.13669449918552862
701,cinquante,0.13669449918552862
702,clum,0.13669449918552862
703,doigts,0.13669449918552862
704,départ,0.13669449918552862
705,fatigué,0.13669449918552862
706,faux,0.13669449918552862
707,intérieur,0.13669449918552862
708,journée,0.13669449918552862
709,maisons,0.13669449918552862
710,objets,0.13669449918552862
711,quart,0.13669449918552862
712,tapis,0.13669449918552862
713,trottoir,0.13669449918552862
714,vas,0.13669449918552862
715,veuves,0.13669449918552862
716,appelait,0.13289742976370836
717,aura,0.13289742976370836
718,d_ailleurs,0.13289742976370836
719,dimanche,0.13289742976370836
720,dut,0.13289742976370836
721,goldberg,0.13289742976370836
722,jadis,0.13289742976370836
723,mer,0.13289742976370836
724,noms,0.13289742976370836
725,ordre,0.13289742976370836
726,plupart,0.13289742976370836
727,prend,0.13289742976370836
728,restaurant,0.13289742976370836
729,service,0.13289742976370836
730,somme,0.13289742976370836
731,sommes,0.13289742976370836
732,stade,0.13289742976370836
733,suivi,0.13289742976370836
734,tirer,0.13289742976370836
735,troisième,0.13289742976370836
736,épreuve,0.13289742976370836
737,aurais,0.12910036034188813
738,bière,0.12910036034188813
739,carrefour,0.12910036034188813
740,cesse,0.12910036034188813
741,changé,0.12910036034188813
742,château,0.12910036034188813
743,content,0.12910036034188813
744,contraire,0.12910036034188813
745,court,0.12910036034188813
746,dîner,0.12910036034188813
747,exactement,0.12910036034188813
748,journal,0.12910036034188813
749,longue,0.12910036034188813
750,lopez,0.12910036034188813
751,poussa,0.12910036034188813
752,questions,0.12910036034188813
753,seuil,0.12910036034188813
754,tiré,0.12910036034188813
755,tomber,0.12910036034188813
756,vérité,0.12910036034188813
757,année,0.12530329092006787
758,camion,0.12530329092006787
759,dame,0.12530329092006787
760,début,0.12530329092006787
761,entendit,0.12530329092006787
762,entendre,0.12530329092006787
763,fer,0.12530329092006787
764,impression,0.12530329092006787
765,lorsqu,0.12530329092006787
766,lourd,0.12530329092006787
767,met,0.12530329092006787
768,notre,0.12530329092006787
769,portant,0.12530329092006787
770,pouvoir,0.12530329092006787
771,propos,0.12530329092006787
772,robe,0.12530329092006787
773,sept,0.12530329092006787
774,tenir,0.12530329092006787
775,tient,0.12530329092006787
776,téléphoner,0.12530329092006787
777,écluse,0.12530329092006787
778,époque,0.12530329092006787
779,cherchait,0.12150622149824765
780,cow,0.12150622149824765
781,cria,0.12150622149824765
782,endroit,0.12150622149824765
783,frais,0.12150622149824765
784,gare,0.12150622149824765
785,gris,0.12150622149824765
786,journaux,0.12150622149824765
787,moindre,0.12150622149824765
788,noire,0.12150622149824765
789,quitté,0.12150622149824765
790,retourna,0.12150622149824765
791,revint,0.12150622149824765
792,romero,0.12150622149824765
793,sourcils,0.12150622149824765
794,sourit,0.12150622149824765
795,tué,0.12150622149824765
796,vos,0.12150622149824765
797,acheter,0.11770915207642742
798,aline,0.11770915207642742
799,ancien,0.11770915207642742
800,attendant,0.11770915207642742
801,bande,0.11770915207642742
802,chaise,0.11770915207642742
803,cigarette,0.11770915207642742
804,commence,0.11770915207642742
805,commençait,0.11770915207642742
806,compagnon,0.11770915207642742
807,décidé,0.11770915207642742
808,figure,0.11770915207642742
809,fût,0.11770915207642742
810,hors,0.11770915207642742
811,jouer,0.11770915207642742
812,marché,0.11770915207642742
813,mauvais,0.11770915207642742
814,mettait,0.11770915207642742
815,médecin,0.11770915207642742
816,numéro,0.11770915207642742
817,puisque,0.11770915207642742
818,regarde,0.11770915207642742
819,retrouver,0.11770915207642742
820,soixante,0.11770915207642742
821,surpris,0.11770915207642742
822,trouva,0.11770915207642742
823,arrêter,0.11391208265460717
824,attention,0.11391208265460717
825,aviez,0.11391208265460717
826,balle,0.11391208265460717
827,but,0.11391208265460717
828,compagnie,0.11391208265460717
829,demandait,0.11391208265460717
830,dieu,0.11391208265460717
831,garagiste,0.11391208265460717
832,jean,0.11391208265460717
833,justement,0.11391208265460717
834,lequel,0.11391208265460717
835,lever,0.11391208265460717
836,occasion,0.11391208265460717
837,papiers,0.11391208265460717
838,parle,0.11391208265460717
839,pensé,0.11391208265460717
840,plaisir,0.11391208265460717
841,port,0.11391208265460717
842,scène,0.11391208265460717
843,sommeil,0.11391208265460717
844,vivre,0.11391208265460717
845,agent,0.11011501323278694
846,ah,0.11011501323278694
847,approcha,0.11011501323278694
848,basse,0.11011501323278694
849,bergman,0.11011501323278694
850,bref,0.11011501323278694
851,cru,0.11011501323278694
852,effort,0.11011501323278694
853,esprit,0.11011501323278694
854,faisaient,0.11011501323278694
855,francs,0.11011501323278694
856,jeu,0.11011501323278694
857,nouvelles,0.11011501323278694
858,passant,0.11011501323278694
859,perdu,0.11011501323278694
860,poches,0.11011501323278694
861,puits,0.11011501323278694
862,ronald,0.11011501323278694
863,souriait,0.11011501323278694
864,souvenir,0.11011501323278694
865,tiens,0.11011501323278694
866,tuer,0.11011501323278694
867,uns,0.11011501323278694
868,amis,0.1063179438109667
869,appeler,0.1063179438109667
870,casquette,0.1063179438109667
871,chaud,0.1063179438109667
872,davantage,0.1063179438109667
873,gagner,0.1063179438109667
874,lorsque,0.1063179438109667
875,minuit,0.1063179438109667
876,pistolet,0.1063179438109667
877,pluie,0.1063179438109667
878,quinze,0.1063179438109667
879,sang,0.1063179438109667
880,savais,0.1063179438109667
881,semaine,0.1063179438109667
882,tendit,0.1063179438109667
883,vont,0.1063179438109667
884,voulut,0.1063179438109667
885,âge,0.1063179438109667
886,4,0.10252087438914646
887,aide,0.10252087438914646
888,ait,0.10252087438914646
889,allure,0.10252087438914646
890,aperçut,0.10252087438914646
891,comprends,0.10252087438914646
892,confiance,0.10252087438914646
893,dedans,0.10252087438914646
894,descendit,0.10252087438914646
895,distance,0.10252087438914646
896,faites,0.10252087438914646
897,faudrait,0.10252087438914646
898,foule,0.10252087438914646
899,gonzales,0.10252087438914646
900,jo,0.10252087438914646
901,lire,0.10252087438914646
902,moitié,0.10252087438914646
903,montmartre,0.10252087438914646
904,murs,0.10252087438914646
905,nulle,0.10252087438914646
906,odeur,0.10252087438914646
907,pardon,0.10252087438914646
908,partir,0.10252087438914646
909,peau,0.10252087438914646
910,poussière,0.10252087438914646
911,puisqu,0.10252087438914646
912,put,0.10252087438914646
913,quoique,0.10252087438914646
914,radio,0.10252087438914646
915,rarement,0.10252087438914646
916,resta,0.10252087438914646
917,retrouvé,0.10252087438914646
918,revenir,0.10252087438914646
919,revient,0.10252087438914646
920,rues,0.10252087438914646
921,sûrement,0.10252087438914646
922,tabac,0.10252087438914646
923,tira,0.10252087438914646
924,vaste,0.10252087438914646
925,venue,0.10252087438914646
926,allée,0.09872380496732622
927,arbres,0.09872380496732622
928,arrivée,0.09872380496732622
929,arrêté,0.09872380496732622
930,belle,0.09872380496732622
931,caisse,0.09872380496732622
932,campagne,0.09872380496732622
933,chien,0.09872380496732622
934,compter,0.09872380496732622
935,conversation,0.09872380496732622
936,dana,0.09872380496732622
937,dirait,0.09872380496732622
938,dormait,0.09872380496732622
939,grandes,0.09872380496732622
940,idiot,0.09872380496732622
941,importance,0.09872380496732622
942,jeux,0.09872380496732622
943,lampe,0.09872380496732622
944,ligne,0.09872380496732622
945,malle,0.09872380496732622
946,merci,0.09872380496732622
947,murmura,0.09872380496732622
948,ouvert,0.09872380496732622
949,pauvre,0.09872380496732622
950,pensait,0.09872380496732622
951,personnes,0.09872380496732622
952,poser,0.09872380496732622
953,pouvez,0.09872380496732622
954,pâle,0.09872380496732622
955,quarante,0.09872380496732622
956,rose,0.09872380496732622
957,sinon,0.09872380496732622
958,soupira,0.09872380496732622
959,sujet,0.09872380496732622
960,ta,0.09872380496732622
961,terrain,0.09872380496732622
962,verres,0.09872380496732622
963,vint,0.09872380496732622
964,voyage,0.09872380496732622
965,vêtements,0.09872380496732622
966,étiez,0.09872380496732622
967,armée,0.09492673554550597
968,arpajon,0.09492673554550597
969,atmosphère,0.09492673554550597
970,boulevard,0.09492673554550597
971,chantilly,0.09492673554550597
